make,model,manufactured,type_of_vehicle,transmission,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,price,reg_year,almost new car,coe car,consignment car,direct owner sale,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
37,304,2021.0,7,0,95.0,3,1198.0,1.0,14920.0,78001,772.0,70614.0,53555.0,24271.0,10980.0,2,124800.0,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,142,2021.0,1,0,140.0,3,1496.0,1.0,22470.0,110003,682.0,124853.0,40000.0,41154.0,49616.0,2,203800.0,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,79,2017.0,1,0,190.0,2,1998.0,1.0,26550.0,37010,1210.0,88630.0,70000.0,79348.0,114827.0,2,157777.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,146,2017.0,7,0,81.0,2,1199.0,2.0,12490.0,36810,508.0,27477.0,110000.0,20150.0,20210.0,2,58800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,12,2019.0,0,0,85.0,2,1496.0,1.0,12660.0,33199,682.0,25627.0,31000.0,14248.0,14248.0,2,66800.0,2019,0,0,0,0,0,0,1,0,1,1,0,0,0,0
29,25,2019.0,2,0,88.0,3,1496.0,1.0,16120.0,32725,682.0,30699.0,70400.0,25922.0,18291.0,2,92800.0,2019,0,0,0,0,1,0,0,0,1,0,0,1,0,0
54,374,2017.0,0,0,66.0,2,1197.0,3.0,11620.0,42902,508.0,19050.0,103500.0,17608.0,7608.0,2,42000.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,424,2020.0,5,0,260.0,2,2995.0,3.0,30800.0,35001,2380.0,85903.0,40000.0,62928.0,85271.0,2,235800.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,56,2017.0,1,0,135.0,2,1998.0,1.0,23610.0,49189,1210.0,54423.0,94000.0,47763.0,58869.0,2,107000.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18,488,2017.0,7,0,130.0,2,1591.0,3.0,15870.0,57414,738.0,30466.0,150000.0,16524.0,16524.0,2,62800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,421,2016.0,1,0,200.0,2,2996.0,4.0,28580.0,46229,2382.0,92161.0,155000.0,89948.0,133907.0,2,140000.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,390,2015.0,7,0,85.0,2,1197.0,2.0,14990.0,54301,508.0,15761.0,110200.0,18454.0,13454.0,2,29800.0,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,25,2016.0,2,0,88.0,2,1496.0,3.0,12780.0,50000,682.0,18936.0,168339.0,17200.0,12200.0,2,35800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27,268,2010.0,5,0,323.0,2,4691.0,3.0,25480.0,31553,7042.0,14350.0,47680.0,124836.0,124836.0,2,115888.0,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29,12,2016.0,2,0,85.0,2,1496.0,1.0,13540.0,46009,682.0,13343.0,68500.0,14363.0,9363.0,2,28800.0,2016,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31,116,2019.0,5,0,115.0,2,1595.0,2.0,29690.0,39700,740.0,75978.0,46000.0,55617.0,72111.0,2,199800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,515,2018.0,7,0,135.0,2,1998.0,1.0,25370.0,31302,1210.0,49548.0,71950.0,42657.0,51720.0,2,134000.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
51,476,2008.0,0,0,74.0,2,1490.0,4.0,9970.0,26175,1020.0,12550.0,145000.0,12622.0,8218.0,2,47800.0,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0
31,116,2017.0,5,0,180.0,2,1991.0,3.0,28650.0,45289,1202.0,78827.0,60000.0,69047.0,96285.0,2,150888.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5,16,2019.0,0,0,80.0,2,1499.0,3.0,13940.0,35320,684.0,45306.0,63000.0,30044.0,34062.0,2,95000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,447,2017.0,3,0,73.0,3,1496.0,2.0,17630.0,36001,682.0,14948.0,80000.0,24206.0,5000.0,2,59800.0,2017,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,2,2015.0,0,0,85.0,0,1496.0,3.0,14750.0,57301,1082.0,13418.0,85000.0,24802.0,11723.0,2,23800.0,2015,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27,248,2016.0,1,0,243.0,2,2979.0,2.0,28250.0,54616,2362.0,91316.0,58000.0,85294.0,125530.0,2,145800.0,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0
16,165,2019.0,2,0,92.0,2,1597.0,2.0,15820.0,34001,742.0,33278.0,46872.0,20072.0,20101.0,2,94800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,141,2019.0,1,0,95.0,2,1497.0,1.0,19070.0,32699,684.0,48659.0,48800.0,33371.0,38720.0,2,133800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,502,2022.0,7,0,87.0,2,1496.0,1.0,14990.0,85001,682.0,99184.0,15.0,19376.0,19376.0,2,158988.0,2024,1,0,0,0,0,0,1,0,1,1,0,0,0,0
16,502,2021.0,7,0,87.0,2,1496.0,1.0,15820.0,57010,682.0,49464.0,66168.0,23850.0,10390.0,2,120800.0,2021,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5,530,2009.0,5,0,150.0,2,2497.0,6.0,14460.0,35416,2694.0,20522.0,150000.0,50064.0,50064.0,2,83800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,212,2015.0,1,0,155.0,2,1991.0,2.0,17830.0,61001,1202.0,37997.0,199000.0,46510.0,57114.0,2,47800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,18,2020.0,1,0,103.0,2,1499.0,1.0,17870.0,33301,684.0,50298.0,65496.0,35966.0,42353.0,2,121888.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,253,2019.0,7,0,90.0,2,1595.0,2.0,19360.0,32725,740.0,40062.0,42000.0,27705.0,30787.0,2,115800.0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,116,2019.0,1,0,120.0,2,1332.0,2.0,22510.0,36000,586.0,53642.0,68000.0,37527.0,44538.0,2,148800.0,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,357,2022.0,7,0,179.0,3,2487.0,1.0,25790.0,107800,1784.0,127591.0,46000.0,54563.0,55214.0,2,233800.0,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,525,2016.0,1,0,177.0,2,1999.0,2.0,20610.0,47002,1212.0,84681.0,105500.0,74064.0,105316.0,2,123800.0,2017,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,29,2013.0,1,0,100.0,2,1598.0,4.0,14420.0,46191,816.0,36523.0,120000.0,34499.0,30299.0,2,57000.0,2013,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,280,2020.0,7,0,119.0,2,1490.0,2.0,16730.0,37705,680.0,38304.0,45000.0,19131.0,19131.0,2,115888.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23,281,2022.0,5,0,470.0,2,5204.0,1.0,135370.0,110000,5834.0,496975.0,18.0,270223.0,534491.0,2,1450000.0,2023,0,0,0,0,0,0,1,0,1,0,1,0,0,0
5,516,2017.0,7,0,135.0,2,1997.0,1.0,23900.0,57390,1210.0,55105.0,111208.0,44446.0,54225.0,2,109800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,146,2017.0,7,0,81.0,2,1199.0,1.0,12470.0,36810,508.0,27294.0,91000.0,20236.0,20331.0,2,57888.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,140,2018.0,7,0,90.0,3,1797.0,1.0,16060.0,36000,974.0,20486.0,85178.0,27023.0,9833.0,2,67800.0,2018,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29,25,2016.0,2,0,88.0,2,1496.0,3.0,13290.0,50951,682.0,19692.0,97023.0,15764.0,10764.0,2,39888.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,511,2016.0,7,0,106.0,2,1997.0,1.0,16590.0,53001,1210.0,27024.0,105100.0,23227.0,24518.0,2,50800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41,332,2017.0,7,0,185.0,2,1984.0,3.0,30010.0,39000,1194.0,69593.0,108369.0,62653.0,84776.0,2,153888.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32,280,2020.0,7,0,119.0,2,1490.0,2.0,15760.0,50100,680.0,47347.0,70000.0,19426.0,19426.0,2,112800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,140,2018.0,7,0,90.0,3,1797.0,1.0,15680.0,34509,974.0,32115.0,50000.0,29140.0,22796.0,2,84800.0,2019,0,0,0,0,1,0,1,0,1,0,0,1,0,0
16,446,2018.0,6,0,97.0,2,1496.0,2.0,14230.0,26170,682.0,19540.0,77039.0,20044.0,10062.0,2,73000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
55,493,2015.0,0,0,90.0,2,1498.0,3.0,14470.0,56989,684.0,18813.0,141561.0,22809.0,18933.0,2,30800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,57,2010.0,1,0,150.0,2,2497.0,3.0,12860.0,42683,2514.0,27820.0,190000.0,37471.0,37471.0,2,83800.0,2011,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16,165,2008.0,2,0,103.0,2,1799.0,5.0,14750.0,38712,1467.0,15156.0,185000.0,22158.0,22158.0,2,57800.0,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18,456,2016.0,1,0,113.0,2,1999.0,1.0,13140.0,53300,1212.0,29505.0,126671.0,23907.0,25470.0,2,47800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18,488,2009.0,7,0,122.0,2,1998.0,2.0,10760.0,39313,1815.0,21488.0,160000.0,20908.0,20908.0,2,58800.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,56,2017.0,1,0,135.0,2,1998.0,1.0,20370.0,37010,1210.0,49779.0,92147.0,45675.0,55945.0,2,101800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34,215,2018.0,7,0,120.0,2,1499.0,1.0,14220.0,15551,184.0,22669.0,61000.0,21994.0,22792.0,1,72800.0,2018,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16,204,2021.0,3,0,242.0,3,1993.0,2.0,23530.0,105001,1204.0,115200.0,25000.0,46142.0,41599.0,2,215800.0,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,62,2010.0,1,0,225.0,2,2979.0,3.0,17340.0,47701,3307.0,31875.0,167500.0,63212.0,63212.0,2,115888.0,2011,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,446,2018.0,6,0,101.0,3,1496.0,1.0,14840.0,42322,682.0,19032.0,70000.0,23585.0,5019.0,2,57800.0,2018,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,15,2017.0,0,0,85.0,0,1496.0,1.0,15860.0,51600,1082.0,26870.0,95000.0,27225.0,20115.0,2,55555.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,143,2015.0,1,0,135.0,2,1991.0,2.0,20360.0,65501,1202.0,32257.0,66500.0,40271.0,43380.0,2,47800.0,2015,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,25,2017.0,2,0,88.0,2,1496.0,2.0,12600.0,42900,682.0,24119.0,103000.0,14938.0,14938.0,2,49800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,388,2015.0,7,0,245.0,2,2995.0,2.0,27810.0,54920,2380.0,64766.0,123500.0,72465.0,102437.0,2,93888.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,278,2018.0,7,0,170.0,2,1998.0,1.0,19270.0,31001,1210.0,37416.0,87000.0,33306.0,38629.0,2,95800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,310,2017.0,2,0,86.0,2,1590.0,2.0,12050.0,41985,738.0,18481.0,74000.0,11074.0,11074.0,2,39500.0,2017,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33,178,2017.0,0,0,100.0,2,1499.0,3.0,17990.0,49000,684.0,32367.0,83880.0,28611.0,27056.0,2,67800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,62,2010.0,1,0,225.0,2,2979.0,3.0,15900.0,34935,3307.0,21708.0,152000.0,63631.0,63631.0,2,98800.0,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,416,2008.0,5,0,158.0,2,1308.0,6.0,11460.0,29485,858.0,15154.0,165000.0,30279.0,30279.0,2,58888.0,2009,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,45,2021.0,5,0,180.0,2,1998.0,1.0,26740.0,80210,1210.0,120446.0,60000.0,62110.0,83798.0,2,233888.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,57,2008.0,1,0,140.0,2,2497.0,3.0,13340.0,38712,2694.0,15241.0,166841.0,54179.0,54179.0,2,52500.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,340,2023.0,7,0,182.0,3,1998.0,1.0,29130.0,100101,1210.0,140081.0,5000.0,66069.0,101173.0,2,328800.0,2024,1,0,0,0,1,0,1,0,1,0,0,0,0,0
29,12,2018.0,7,0,115.0,2,1998.0,1.0,13920.0,32551,1210.0,25230.0,84000.0,16843.0,16843.0,2,65900.0,2018,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24,400,2020.0,7,0,415.0,2,4999.0,1.0,75240.0,30012,5512.0,303329.0,13000.0,227319.0,381175.0,2,628000.0,2020,0,0,0,0,0,0,1,0,1,1,0,0,0,0
29,25,2017.0,2,0,88.0,2,1496.0,2.0,12240.0,48401,682.0,18172.0,75000.0,14688.0,9688.0,2,36100.0,2017,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5,327,2011.0,5,0,309.0,2,3999.0,4.0,24420.0,47316,5132.0,32551.0,167000.0,88927.0,88927.0,2,168000.0,2011,0,1,0,1,0,0,0,0,0,0,0,0,0,0
31,131,2017.0,0,0,90.0,2,1595.0,2.0,17630.0,34110,740.0,33530.0,108900.0,25987.0,28382.0,2,84800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,356,2019.0,0,0,58.0,2,1198.0,2.0,12290.0,33009,508.0,22009.0,61000.0,13694.0,5000.0,2,70500.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41,156,2019.0,7,0,250.0,2,2995.0,1.0,42380.0,48010,2380.0,125896.0,76000.0,90290.0,134522.0,2,288000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,165,2017.0,2,0,127.0,2,1498.0,1.0,16930.0,49189,684.0,31417.0,81907.0,26202.0,23683.0,2,66988.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,502,2016.0,7,0,96.0,2,1496.0,2.0,14860.0,41437,682.0,18107.0,77142.0,20830.0,11162.0,2,46500.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24,400,2019.0,7,0,147.0,3,1997.0,4.0,25520.0,38602,1210.0,59568.0,91420.0,43368.0,52716.0,2,158800.0,2019,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5,16,2018.0,3,0,75.0,2,1499.0,4.0,15410.0,38941,684.0,37814.0,95000.0,30479.0,34671.0,2,77777.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22,161,2021.0,2,0,93.0,2,1591.0,1.0,14120.0,70901,738.0,71889.0,33000.0,20160.0,20224.0,2,123800.0,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,337,2021.0,7,0,426.0,3,3982.0,2.0,66440.0,83911,3922.0,331367.0,25800.0,213297.0,355935.0,2,688000.0,2022,0,0,0,0,1,0,0,0,1,0,1,0,0,0
47,305,2019.0,7,0,132.0,2,1984.0,2.0,19850.0,51900,1194.0,63915.0,41000.0,33949.0,39529.0,2,150800.0,2021,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,279,2018.0,7,0,96.0,2,1496.0,1.0,14910.0,37000,682.0,28436.0,90941.0,21245.0,21743.0,2,68500.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
27,391,2014.0,1,0,302.0,2,2979.0,2.0,24460.0,98062,2598.0,96154.0,79000.0,106514.0,163726.0,2,239800.0,2014,0,1,0,1,0,0,1,0,0,0,0,0,0,0
52,503,2017.0,2,0,79.0,2,1496.0,3.0,14900.0,38830,682.0,24797.0,70637.0,15677.0,15677.0,2,63888.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,143,2018.0,1,0,145.0,3,1497.0,1.0,21280.0,39406,684.0,60374.0,80000.0,43389.0,52745.0,2,138800.0,2019,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,253,2018.0,7,0,90.0,2,1595.0,1.0,18290.0,25000,740.0,34040.0,99785.0,29091.0,32728.0,2,97800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,265,2008.0,5,0,147.0,2,1984.0,6.0,11140.0,32279,1791.0,13876.0,173772.0,31333.0,31333.0,2,47888.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,235,2018.0,0,0,101.0,3,1496.0,1.0,14970.0,31001,682.0,20678.0,98000.0,19399.0,9399.0,2,72800.0,2019,0,0,0,0,1,0,0,0,1,0,0,0,0,0
34,365,2018.0,7,0,110.0,2,1998.0,1.0,18390.0,37010,1210.0,26475.0,85921.0,19656.0,19656.0,2,77888.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,140,2018.0,7,0,90.0,3,1797.0,1.0,17560.0,32429,974.0,27439.0,62000.0,26921.0,19690.0,2,83800.0,2018,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,16,2023.0,1,0,80.0,2,1499.0,1.0,17060.0,99499,684.0,110855.0,16500.0,34695.0,25573.0,2,170000.0,2023,1,0,0,0,0,0,0,0,1,1,0,0,0,0
52,499,2016.0,3,0,134.0,2,2494.0,2.0,30420.0,50010,1792.0,45051.0,77500.0,45431.0,55604.0,2,104800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,356,2018.0,0,0,58.0,2,1198.0,3.0,11740.0,36890,508.0,16854.0,81000.0,13497.0,5000.0,2,45800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18,216,2018.0,2,0,93.0,2,1591.0,1.0,13620.0,25556,738.0,18641.0,90597.0,10937.0,10937.0,2,64000.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,206,2019.0,1,0,115.0,2,1497.0,1.0,19780.0,32801,684.0,62054.0,90122.0,46412.0,56977.0,2,145000.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22,161,2021.0,2,0,93.0,2,1591.0,1.0,13890.0,45189,738.0,44403.0,61524.0,16995.0,16995.0,2,105800.0,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,16,2017.0,3,0,75.0,2,1499.0,3.0,23800.0,41761,684.0,36634.0,155000.0,30858.0,35202.0,2,95988.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
50,288,2009.0,2,1,79.0,2,1498.0,1.0,9890.0,33207,1026.0,19242.0,80000.0,14916.0,14916.0,2,57288.0,2010,0,1,0,0,0,0,1,0,0,0,0,1,0,0
52,335,2008.0,1,0,158.0,2,2499.0,5.0,11500.0,31553,2697.0,13667.0,83000.0,24586.0,24586.0,2,49800.0,2008,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16,184,2010.0,7,0,125.0,2,2354.0,1.0,11610.0,33568,2279.0,19938.0,125800.0,33848.0,33848.0,2,68988.0,2010,0,1,0,0,0,0,1,0,0,1,0,0,0,0
25,293,2009.0,5,0,153.0,2,2500.0,6.0,14760.0,35411,2700.0,17269.0,217000.0,53007.0,53007.0,2,72000.0,2009,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,513,2023.0,7,0,90.0,2,1499.0,1.0,19680.0,85000,684.0,101300.0,6200.0,37428.0,44400.0,2,206800.0,2024,1,0,0,0,0,0,0,0,1,0,0,0,0,0
31,452,2010.0,5,0,135.0,2,1796.0,6.0,11850.0,32914,1364.0,19938.0,138000.0,52054.0,52054.0,2,71800.0,2010,0,1,0,0,0,0,1,0,0,1,0,0,0,0
31,116,2017.0,7,0,155.0,2,1991.0,3.0,26840.0,47002,1202.0,59780.0,60000.0,51978.0,65561.0,2,130800.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
37,299,2015.0,7,0,86.0,2,1598.0,1.0,13920.0,52503,742.0,21559.0,86000.0,17064.0,17064.0,2,38555.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,421,2018.0,1,0,200.0,2,2996.0,1.0,34760.0,32429,2382.0,109721.0,23000.0,91812.0,137262.0,2,214800.0,2018,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18,125,2019.0,2,0,93.0,2,1591.0,2.0,13360.0,26667,738.0,23088.0,91083.0,12490.0,12490.0,2,75000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,326,2018.0,5,0,272.0,2,2979.0,2.0,35200.0,32302,2362.0,70667.0,122555.0,60072.0,80130.0,2,198888.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,304,2021.0,7,0,95.0,3,1198.0,1.0,15180.0,72996,772.0,65956.0,27000.0,24656.0,11519.0,2,124988.0,2022,0,0,0,0,1,0,0,0,1,1,0,0,0,0
52,371,2009.0,3,0,110.0,2,1998.0,5.0,12780.0,31933,1815.0,14943.0,156393.0,23511.0,23511.0,2,59800.0,2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41,74,2016.0,5,0,257.0,2,2497.0,2.0,46960.0,50526,1796.0,124737.0,73050.0,109166.0,168499.0,2,226800.0,2017,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,507,2017.0,3,0,105.0,2,1798.0,2.0,16400.0,45289,976.0,29213.0,95000.0,19955.0,19955.0,2,68800.0,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,477,2015.0,7,0,86.0,2,1586.0,1.0,12940.0,46651,736.0,17543.0,133672.0,18395.0,18395.0,2,29800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,482,2018.0,7,0,110.0,2,1395.0,2.0,17500.0,32302,624.0,42450.0,88181.0,34609.0,40453.0,2,96800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,207,2017.0,1,0,135.0,2,1991.0,4.0,20520.0,53711,1202.0,65084.0,149500.0,54732.0,70518.0,2,108800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
31,142,2011.0,1,0,115.0,2,1597.0,3.0,11770.0,46358,965.0,33441.0,138000.0,31019.0,31019.0,2,84888.0,2011,0,1,0,0,0,0,0,0,0,1,0,1,0,0
31,207,2017.0,1,0,135.0,2,1991.0,2.0,24000.0,47002,1202.0,61341.0,61000.0,52883.0,67190.0,2,123800.0,2018,0,0,0,0,0,0,1,0,1,1,0,0,0,0
54,265,2012.0,0,0,103.0,2,1395.0,2.0,12030.0,71565,749.0,58193.0,103000.0,29082.0,14082.0,2,97800.0,2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0
52,181,2019.0,2,0,73.0,3,1496.0,2.0,15560.0,35990,682.0,30792.0,19976.0,23545.0,9963.0,2,105800.0,2021,0,0,0,0,1,0,1,0,1,1,0,0,0,0
54,265,2008.0,0,0,125.0,2,1390.0,4.0,12340.0,25525,930.0,12098.0,145000.0,27801.0,27801.0,2,58500.0,2009,0,1,0,0,0,0,1,0,0,1,0,0,0,0
41,367,2010.0,5,0,368.0,2,4806.0,5.0,24010.0,35416,7815.0,20027.0,72777.0,184699.0,184699.0,2,135777.0,2010,0,1,0,0,0,0,1,0,0,1,0,0,0,0
50,528,2016.0,7,0,84.0,2,1600.0,2.0,14120.0,51507,744.0,22483.0,69980.0,17340.0,17340.0,2,41777.0,2016,0,0,0,0,0,0,1,0,1,0,0,0,0,0
44,249,2011.0,1,0,420.0,2,6592.0,1.0,98830.0,49716,10405.0,34611.0,20200.0,304391.0,304391.0,2,688000.0,2011,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3,382,2017.0,7,0,85.0,2,999.0,1.0,17060.0,44002,392.0,25334.0,95682.0,26085.0,18519.0,2,60800.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,332,2017.0,7,0,185.0,2,1984.0,3.0,33070.0,48109,1194.0,71265.0,99500.0,62722.0,84900.0,2,153000.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,471,2019.0,7,0,88.0,2,998.0,2.0,13800.0,32999,392.0,25957.0,72588.0,19380.0,9380.0,2,83800.0,2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29,12,2017.0,3,0,111.0,2,1998.0,1.0,13370.0,51000,1210.0,27606.0,113000.0,17342.0,17342.0,2,51500.0,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,383,2019.0,7,0,110.0,2,1395.0,2.0,20830.0,36001,624.0,43772.0,69443.0,29018.0,32626.0,2,128000.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,447,2018.0,3,0,79.0,2,1496.0,2.0,16080.0,28199,682.0,26126.0,76300.0,19532.0,19532.0,2,80800.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
55,494,2019.0,6,0,187.0,2,1969.0,2.0,22550.0,40001,1176.0,53629.0,79888.0,37616.0,44663.0,2,135800.0,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,95,2016.0,1,0,92.0,2,1395.0,3.0,14420.0,53000,624.0,19786.0,93450.0,25069.0,17097.0,2,36800.0,2016,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37,356,2016.0,0,0,58.0,2,1198.0,2.0,11120.0,50789,508.0,15927.0,140000.0,13920.0,5000.0,2,30800.0,2017,0,0,0,0,0,0,0,0,1,1,0,1,0,0
37,390,2017.0,7,0,85.0,2,1197.0,1.0,14580.0,36810,508.0,26483.0,77338.0,20143.0,20201.0,2,63000.0,2018,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,527,2023.0,7,0,505.0,3,4395.0,1.0,78070.0,121000,4568.0,454742.0,3099.0,187896.0,481268.0,2,768800.0,2023,1,0,0,0,1,0,1,0,1,1,1,0,0,0
25,357,2015.0,1,0,175.0,2,1998.0,4.0,21990.0,62101,1210.0,36506.0,113232.0,41966.0,50753.0,2,55800.0,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16,243,2008.0,3,0,87.0,2,1496.0,2.0,13140.0,26175,1023.0,12313.0,182000.0,18930.0,14829.0,2,61800.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,166,2016.0,1,0,90.0,2,1595.0,1.0,17530.0,47020,740.0,25222.0,128000.0,27886.0,26041.0,2,48800.0,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16,296,2019.0,0,0,73.0,2,1318.0,1.0,13650.0,25689,578.0,15854.0,65384.0,15727.0,5727.0,2,65800.0,2019,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,441,2011.0,5,0,118.0,2,1390.0,5.0,10000.0,46482,806.0,34308.0,132300.0,25277.0,25277.0,2,73800.0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0
