,0,Predicted
1660,61490.015,
1661,109231.93,
1662,110376.76,
1663,181507.86,
1664,118984.11,
1665,66274.365,
1666,86654.0,
1667,146317.78,
1668,29386.08,
1669,104685.754,
1670,119717.94,
1671,196734.96,
1672,30013.26,
1673,65217.66,
1674,17406.46,
1675,134117.38,
1676,84984.565,
1677,66650.32,
1678,193322.0,
1679,599471.36,
1680,68373.1,
1681,44074.86,
1682,67297.32,
1683,97284.14,
1684,296878.2,
1685,125322.94,
1686,26474.255,
1687,67279.28,
1688,164909.76,
1689,218332.08,
1690,252808.955,
1691,56107.215,
1692,137432.68,
1693,161883.71,
1694,159987.62,
1695,88019.18,
1696,73683.255,
1697,87628.9,
1698,153898.32,
1699,174677.94,
1700,47245.7297145895,
1701,104509.64,
1702,31348.71,
1703,75880.895,
1704,39139.95,
1705,64153.38,
1706,27785.14,
1707,169170.52,
1708,90739.5,
1709,85623.725,
1710,63938.405,
1711,37341.665,
1712,95873.84,
1713,217040.02500000002,
1714,70383.55,
1715,185175.76666666663,
1716,139361.7,
1717,54178.86,
1718,84347.655,
1719,230302.375,
1720,48360.96,
1721,109367.75,
1722,14756.595,
1723,85553.8,
1724,67690.1,
1725,77340.29,
1726,68799.2,
1727,59418.18,
1728,177882.41,
1729,56389.5,
1730,156421.72,
1731,130918.04,
1732,69766.3,
1733,26802.78,
1734,62046.01,
1735,445992.0,
1736,125606.5,
1737,727049.74,
1738,74480.015,
1739,56353.24,
1740,560634.54,
1741,140701.72,
1742,64671.94,
1743,73844.38,
1744,31440.5,
1745,104985.5,
1746,46241.045,
1747,88860.81,
1748,16337.0,
1749,55612.43,
1750,30482.565,
1751,107725.895,
1752,51805.845,
1753,58314.875,
1754,85872.635,
1755,52674.63,
1756,21224.76,
1757,140695.37,
1758,132253.0,
1759,78718.56,
1760,119402.32,
1761,62887.745,
1762,159087.94,
1763,147550.1013095238,
1764,58643.05,
1765,140507.94,
1766,121981.38,
1767,56226.24,
1768,41443.87,
1769,78622.26,
1770,143532.5,
1771,55793.5,
1772,140383.88,
1773,144093.94,
1774,16777.5,
1775,60412.49,
1776,2086300.0,
1777,111268.0,
1778,35233.28,
1779,77028.56,
1780,37046.205,
1781,68839.02,
1782,82245.77,
1783,84139.47,
1784,30902.8,
1785,43031.35,
1786,80510.13,
1787,155456.14,
1788,70732.78,
1789,44337.575,
1790,91375.92,
1791,51148.1075,
1792,61945.5,
1793,13090.58,
1794,88888.0,
1795,106710.14,
1796,19051.84,
1797,50927.185,
1798,274340.34,
1799,130470.0,
1800,105998.44,
1801,120559.98,
1802,55906.87,
1803,104775.44,
1804,160546.3,
1805,166378.59699999998,
1806,112251.85,
1807,85180.0,
1808,116279.97,
1809,77038.72,
1810,57318.62,
1811,113544.405,
1812,45183.755,
1813,65406.378,
1814,104325.7,
1815,117050.935,
1816,135730.5,
1817,52881.86,
1818,72098.58,
1819,25643.24,
1820,22685.56,
1821,39607.77,
1822,34911.83,
1823,57660.0,
1824,280464.6,
1825,31149.715,
1826,81061.34,
1827,35499.25,
1828,40752.76,
1829,58422.86,
1830,11304.06,
1831,14544.305,
1832,65248.395,
1833,145934.975,
1834,202416.46,
1835,43348.64,
1836,30477.465,
1837,32923.5,
1838,248494.945,
1839,78613.22,
1840,46956.38,
1841,20338.51,
1842,45865.48,
1843,260908.63,
1844,87340.0,
1845,177025.94633333333,
1846,138816.895,
1847,79326.08875,
1848,49577.985,
1849,53579.98,
1850,166174.74,
1851,27075.64,
1852,94026.93,
1853,70729.32,
1854,20268.5,
1855,30139.135,
1856,106313.2,
1857,78232.06,
1858,329537.79,
1859,62489.94,
1860,43317.16,
1861,47725.5,
1862,57042.45,
1863,149755.98,
1864,177665.1,
1865,131040.92,
1866,73007.58,
1867,124822.06,
1868,121683.38,
1869,34867.44,
1870,77486.545,
1871,120247.91,
1872,14212.9,
1873,160315.64,
1874,132313.295,
1875,121704.98,
1876,30729.295,
1877,142968.43,
1878,80071.53384615385,
1879,119749.995,
1880,55332.76,
1881,56134.33,
1882,51501.475,
1883,93316.125,
1884,199890.6,
1885,130104.16,
1886,191400.2,
1887,84471.855,
1888,32090.125,
1889,26801.435,
1890,140399.64,
1891,23495.0,
1892,89496.84,
1893,136907.42,
1894,79680.0,
1895,274223.88,
1897,115476.88,
1898,98572.34,
1899,49244.322,
1900,68663.02,
1901,65828.22,
1902,67207.64,
1903,61941.63,
1904,122453.2,
1905,82003.5,
1906,115585.0,
1907,572369.0,
1908,154930.345,
1909,48994.18,
1910,95939.96,
1911,217305.5,
1912,112228.03,
1913,57250.82,
1914,44548.62,
1915,149906.08244444442,
1916,180612.48,
1917,84016.08666666666,
1918,81164.415,
1919,29369.425,
1920,122189.76,
1921,235800.0,
1922,44089.93,
1923,116157.685,
1924,134036.44,
1925,110179.2,
1926,476452.48,
1927,119435.0,
1928,93403.38,
1929,46701.5,
1930,81537.425,
1931,91962.4,
1932,53575.36,
1933,93786.92,
1934,29009.07,
1935,89197.78,
1936,917073.68,
1937,106695.01,
1938,155754.28,
1939,71165.155,
1940,29198.815,
1941,41549.8,
1942,97527.16,
1943,67741.44,
1944,49022.5,
1945,182169.635,
1946,128631.945,
1947,41886.92,
1948,74128.52,
1949,638702.64,
1950,66536.34,
1951,44074.47,
1952,42875.895,
1953,28838.5,
1954,125653.69,
1955,94998.24,
1956,248196.08477777778,
1957,88492.91,
1958,141727.05333333334,
1959,60979.68,
1960,170594.24,
1961,73507.96285714285,
1962,76634.975,
1963,75595.0,
1964,70596.22,
1965,188189.94,
1966,58295.6239047619,
1967,85000.2,
1968,45309.5,
1969,403529.72,
1970,25300.0,
1971,255205.94,
1972,59317.84,
1973,18723.995,
1974,86434.86833333332,
1975,84448.5,
1976,135374.88,
1977,77669.98,
1978,31311.48,
1979,126200.26,
1980,48569.8,
1981,53128.26,
1982,72034.38,
1983,41873.5,
1984,81114.5,
1985,118600.81,
1986,199925.16,
1987,71076.77,
1988,57119.39,
1989,954614.02,
1990,83942.96,
1991,82988.65,
1992,329975.6,
1993,175412.32,
1994,30517.86,
1995,126321.48,
1996,81709.735,
1997,81336.805,
1998,66231.545,
1999,88571.06,
2000,48508.14,
2001,58309.62,
2002,54001.28,
2003,25141.32,
2004,87317.5,
2005,82662.5,
2006,88013.24,
2007,209880.795,
2008,110358.755,
2009,145727.94,
2010,195524.23,
2011,53489.9,
2012,43465.14,
2013,88728.44,
2014,167482.59,
2015,94953.365,
2016,58411.31,
2017,52465.02,
2018,54111.5,
2019,145889.0,
2020,115620.52,
2021,171789.26,
2022,139993.94,
2023,112152.58,
2024,60302.9,
2025,55626.145,
2026,147437.035,
2027,96379.26,
2028,55038.37,
2029,221374.19,
2030,40167.045,
2031,135800.0,
2032,120486.17,
2033,223775.0,
2034,119478.41,
2035,559000.0,
2036,132596.58,
2037,43893.76,
2038,71465.57,
2039,125884.58,
2040,24557.04,
2041,71703.32,
2042,45995.88,
2043,58169.155,
2044,36140.0,
2045,56062.5,
2046,57398.87,
2047,236874.68,
2048,52610.0,
2049,121413.94,
2050,94188.79,
2051,615125.0,
2052,58417.31,
2053,323033.54,
2054,37829.71,
2055,38962.64,
2056,29293.39,
2057,28622.84,
2058,35718.12,
2059,86838.42,
2060,11662.345,
2061,142676.445,
2062,112747.4,
2063,104282.72,
2064,83216.02833333334,
2065,78050.0,
2066,42476.0,
2067,72985.105,
2068,78064.9,
2069,1478395.52,
2070,214302.21977591037,
2071,189570.38,
2072,112538.84,
2073,39435.385,
2074,19868.03,
2075,80562.38,
2076,128624.555,
2077,44984.955,
2078,178796.16,
2079,190488.96,
2080,57826.03,
2081,35384.32,
2082,80332.03,
2083,59143.2,
2084,95278.95,
2085,326225.5,
2086,93670.04,
2087,28380.715,
2088,96985.0,
2089,153868.32,
2090,44759.62,
2091,67633.065,
2092,335964.28,
2093,63881.56,
2094,106062.22,
2095,25193.39,
2096,78885.36,
2097,556151.98,
2098,94255.445,
2099,52442.7,
2100,715055.655,
2101,119678.71,
2102,36985.5,
2103,102103.195,
2104,150426.64,
2105,46342.9,
2106,28535.346666666668,
2107,65467.76,
2108,77739.02,
2109,35865.01,
2110,102971.155,
2111,86468.9,
2112,144922.4,
2113,86934.245,
2114,66278.13,
2115,68152.775,
2116,57076.49,
2117,53639.12,
2118,47650.582,
2119,129075.78,
2120,104905.04,
2121,112005.74,
2122,21733.855,
2123,32629.0,
2124,86415.9,
2125,187930.67,
2126,145577.84,
2127,63930.6,
2128,195613.625,
2129,21348.71,
2130,46141.16,
2131,88430.18,
2133,26841.01,
2134,90467.15,
2135,98741.4,
2136,418274.76,
2138,89341.82,
2139,87166.22,
2140,1080051.66,
2141,58558.59166666667,
2142,104058.46,
2143,62800.0,
2144,92491.5,
2145,65760.775,
2146,105790.84,
2147,44683.535,
2148,67185.23,
2149,40909.25,
2150,100428.195,
2152,94646.67,
2153,42344.06,
2154,121641.275,
2155,41553.08,
2156,65670.24,
2157,35839.63,
2158,52731.76,
2159,24011.015,
2160,53160.44,
2162,92908.535,
2163,89372.31,
2164,54965.75,
2165,103436.02,
2166,57039.73,
2167,25687.47,
2168,66350.045,
2169,40244.5,
2170,78935.38,
2171,41405.92,
2172,141695.2,
2173,54245.62,
2174,100285.92,
2175,1151267.02,
2176,92755.6,
2177,83076.31,
2178,94964.42,
2179,423049.16,
2180,198287.32,
2181,66666.885,
2182,576617.16,
2183,243733.99,
2184,19343.0,
2185,83177.14,
2186,39209.91846153846,
2187,121243.395,
2188,51814.0,
2189,158578.935,
2190,199800.0,
2191,86847.19,
2192,20019.68,
2193,252413.815,
2194,76005.61,
2195,61389.9425,
2196,48350.0,
2197,199900.0,
2198,221153.635,
2199,126975.33,
2200,69494.275,
2201,48230.535,
2202,48032.08,
2203,58389.3,
2204,104703.635,
2207,50365.755,
2208,87611.095,
2209,99426.56,
2210,67295.66,
2211,86242.385,
2212,963518.0,
2213,68257.54,
2214,239214.635,
2215,36838.86,
2216,108063.95333333334,
2217,67334.925,
2218,62223.745,
2219,36721.8,
2220,419103.145,
2221,158903.52,
2222,133154.64,
2223,34818.72,
2224,50963.92194967533,
2225,1272842.0,
2226,32855.32388888889,
2227,107624.6,
2228,428576.675,
2229,67793.3,
2230,42936.71,
2231,47601.02,
2232,202760.05,
2233,113545.18,
2234,253500.0,
2235,16346.0,
2236,242570.365,
2237,488000.0,
2238,120612.7,
2240,27686.76,
2241,51408.4,
2242,58633.6,
2243,129269.04,
2244,102477.0,
2245,50731.84,
2246,44474.405,
2247,82389.14,
2248,221177.1,
2249,224524.52,
2250,134739.78,
2251,62045.7,
2252,70035.02,
2253,61732.555,
2254,123649.98,
2255,60399.94,
2256,53123.36,
2257,40647.8,
2258,1500000.0,
2259,49740.0,
2261,82901.98,
2262,181553.95,
2263,73812.06,
2264,51607.13,
2265,102893.0,
2266,58336.38,
2267,143263.965,
2268,63210.205,
2269,30953.855,
2270,134876.94,
2271,170677.49,
2272,112556.9,
2273,82740.82,
2274,567495.83,
2275,204628.0,
2276,63117.63,
2277,97090.0,
2278,1456290.0,
2279,70215.68,
2280,120003.045,
2281,81022.39,
2282,62454.645,
2283,22485.37,
2284,55902.88,
2285,37321.74,
2286,54355.46,
2287,82897.75,
2288,79653.7,
2289,31835.625,
2290,48258.0,
2291,169327.72633333332,
2292,181870.955,
2293,116413.415,
2294,72187.5,
2295,59750.28,
2296,164955.43,
2297,45926.045,
2298,46097.87,
2299,13503.0,
2300,29447.705,
2301,68843.84,
2302,115233.65,
2303,31181.98,
2304,91785.94,
2305,30197.675,
2306,81456.3,
2307,51104.66,
2308,65470.0,
2309,55757.5,
2310,27778.0,
2311,65080.025,
2312,21907.44,
2313,133946.135,
2314,104390.52,
2315,161943.18,
2316,104707.86,
2317,304077.16,
2318,45855.0,
2319,55831.49,
2320,416114.61,
2321,67365.82,
2322,109980.48,
2323,76412.5,
2324,16275.72,
2325,285395.68,
2326,156742.44,
2327,44176.59,
2328,102585.0,
2329,88899.965,
2330,44417.725,
2331,184631.52,
2332,61899.5,
2333,62676.17,
2334,32272.235,
2335,160836.11,
2336,66453.91,
2337,59279.21,
2338,96137.075,
2339,44501.285,
2340,61085.92,
2341,28352.74,
2342,144566.88,
2343,50909.4,
2344,116513.84,
2345,53047.2,
2346,20216.145,
2347,104781.73,
2348,160733.44,
2349,159481.985,
2350,46034.6,
2351,169484.055,
2352,34917.44,
2353,27128.985,
2354,131436.98,
2355,151388.56,
2356,77264.94,
2357,94425.35,
2358,221027.12,
2359,55833.73,
2360,188555.0,
2361,238231.075,
2362,133624.5,
2363,54880.0,
2364,485782.76,
2365,159300.74,
2366,116422.08,
2367,78535.44,
2368,136507.69,
2369,19742.68,
2370,59959.3,
2371,96543.565,
2372,85370.085,
2373,75730.5,
2374,37617.8,
2375,199109.19,
2376,87011.465,
2377,111403.0,
2378,83743.385,
2379,556282.58,
2380,33342.96,
2381,66473.28,
2382,120003.405,
2383,139510.0,
2384,169376.77,
2385,85005.51,
2386,53767.92,
2387,192768.2,
2388,58852.7,
2389,26276.38,
2390,37066.25,
2392,47215.625,
2393,98775.345,
2394,128477.495,
2395,248552.88,
2396,183021.6,
2397,134395.455,
2398,60512.12,
2399,42551.755,
2400,108687.0,
2401,75440.26,
2402,682737.72,
2403,125680.575,
2404,24444.96,
2405,28401.71,
2406,63501.5,
2407,81921.675,
2408,39745.35,
2409,166432.32,
2410,59352.72,
2411,96460.08,
2412,45429.78,
2413,153150.04,
2414,116249.0,
2415,58313.06,
2416,50215.0,
2417,89800.0,
2418,64591.86257142857,
2419,132324.94,
2420,94191.68,
2421,276390.895,
2422,113182.08,
2423,60542.66,
2424,209351.54,
2425,96360.36,
2426,303465.0,
2427,94197.54,
2428,60622.8,
2429,131680.19,
2430,231352.7,
2431,102424.515,
2432,60167.5,
2433,44829.04,
2434,27342.58,
2435,72975.765,
2436,40948.51,
2437,103341.42,
2438,75336.38,
2439,58169.9,
2440,47370.6,
2441,36983.58,
2442,149041.07,
2443,57496.0,
2444,26575.35,
2445,25929.9,
2446,151540.29,
2447,101499.8,
2448,79254.14,
2449,66484.76,
2450,127484.38,
2451,37800.0,
2452,39746.34,
2453,30842.92,
2454,659273.0,
2455,106821.925,
2456,131495.47,
2457,37320.78,
2458,59260.9,
2459,23846.235,
2460,119914.07,
2461,174734.33,
2462,179514.02,
2463,131046.78,
2464,103146.255,
2465,72904.74,
2466,69386.755,
2467,95739.575,
2468,66072.94,
2469,85751.44,
2470,60640.92,
2471,118005.9,
2472,81916.94,
2473,68684.43,
2474,71061.24,
2475,89791.46,
2476,40681.385,
2477,46946.4,
2478,21590.4,
2479,54839.415,
2480,64416.719833333336,
2481,150177.275,
2482,65921.42,
2483,87834.64,
2484,83369.32,
2485,49649.0,
2486,108046.46,
2487,139002.04,
2488,47334.94,
2489,561014.2,
2490,22893.04,
2491,75331.94,
2492,87769.04,
2493,73017.085,
2494,76831.62,
2495,126841.12,
2496,75415.885,
2497,168287.875,
2498,146655.88,
2499,60036.28,
2500,56350.455,
2501,32025.26923076923,
2502,80525.22,
2503,49295.44,
2504,44891.755,
2505,99084.555,
2506,16506.52,
2507,57386.145,
2508,39649.57,
2509,45860.18,
2510,142794.235,
2511,56213.255,
2512,44918.105,
2513,72859.885,
2514,41595.96,
2515,10800.2,
2516,54895.775,
2517,69968.965,
2518,61573.58047619047,
2519,109184.12,
2520,120995.1,
2521,49247.035,
2522,128991.76,
2523,56166.24,
2524,53799.86,
2525,24372.869333333336,
2526,111096.4,
2527,60052.995,
2528,25251.0,
2529,95946.13,
2530,131191.515,
2531,49811.4,
2532,50645.195,
2533,36824.76,
2534,113623.105,
2535,33172.71,
2536,139309.16,
2537,80818.31349999999,
2538,43560.815,
2539,66820.18,
2540,53834.1,
2541,64710.84,
2542,35535.38,
2543,273453.145,
2544,105291.585,
2545,112295.465,
2546,33730.205,
2547,77875.58,
2548,13132.56,
2549,59545.5,
2550,119526.72,
2551,206019.25,
2552,64346.39,
2553,118730.0,
2554,59276.75,
2555,134160.44,
2556,37305.565,
2557,246128.6,
2558,46980.0,
2559,153446.0,
2560,98221.17,
2561,31360.065,
2562,127252.315,
2563,73160.0,
2564,175543.44,
2565,194079.105,
2566,166992.225,
2567,31246.425,
2568,141967.525,
2569,26948.35,
2570,231091.365,
2571,116782.66,
2572,233517.645,
2573,95919.75,
2574,96952.5,
2575,29144.87,
2576,97220.06,
2577,78800.0,
2578,30376.6,
2579,20180.2,
2580,20148.46,
2581,59255.62,
2582,103125.4,
2583,80439.34,
2584,14149.5,
2585,93908.7,
2586,228148.18,
2587,92167.5,
2588,74748.17,
2589,36295.04,
2590,66288.515,
2591,194193.22,
2592,115571.61,
2593,202023.56,
2594,240439.75,
2595,50704.85,
2596,372793.0,
2597,17757.0,
2598,149914.27,
2599,74920.96966666667,
2600,68087.97,
2601,64321.94,
2602,178260.87,
2603,208630.3372222222,
2604,31665.72388888889,
2605,77376.145,
2606,116724.62,
2607,58575.415,
2608,91127.04,
2609,645668.0,
2610,63690.585,
2611,41654.06,
2612,77918.995,
2613,85431.32,
2614,71974.395,
2615,41921.79,
2616,132981.61,
2617,112057.58,
2618,49523.525,
2619,417636.4,
2620,93460.77,
2621,20650.53,
2622,56220.435,
2623,54310.535,
2624,53539.84,
2625,73958.72446428571,
2626,130135.525,
2627,101496.515,
2628,66582.12,
2629,62087.42,
2630,65725.695,
2631,95500.24,
2632,70601.2,
2633,58657.3,
2634,29890.1,
2635,26815.26,
2636,1959400.0,
2637,106652.215,
2638,16876.24,
2639,449046.655,
2640,14175.994285714287,
2641,51165.315,
2642,16787.16,
2643,60800.0,
2644,65581.14,
2645,101388.98,
2646,71555.695,
2647,54324.5,
2648,26083.248333333337,
2649,31114.59346153846,
2650,21105.84,
2651,85059.1,
2652,65403.5,
2653,99689.46,
2654,228023.06787301588,
2655,61013.34,
2656,115937.58,
2657,68339.65,
2658,36158.56,
2659,151599.13,
2660,359500.82,
2661,56219.54,
2662,40751.12,
2663,49573.62,
2664,49950.0,
2665,140798.08,
2666,103911.5,
2667,123254.76,
2668,24234.86,
2669,90590.86,
2670,44038.325,
2671,99799.57,
2672,142501.76,
2673,31349.33,
2674,138861.0,
2675,86807.5,
2676,111325.32,
2677,85995.46,
2678,80452.4,
2679,71292.99,
2680,115876.515,
2681,298670.6,
2682,456623.26,
2683,137667.27,
2684,107558.1,
2685,51969.38355806183,
2686,46681.445,
2687,26836.285,
2688,15550.37,
2689,112790.94,
2690,95068.1,
2691,135881.48,
2692,32479.64,
2693,108800.0,
2694,158789.395,
2695,83639.44,
2696,137698.7,
2697,83891.08,
2698,46781.242,
2699,86072.88,
2700,46239.22,
2701,29029.31,
2702,56461.1,
2703,55870.232303113546,
2704,134764.035,
2705,193923.2,
2706,43562.0,
2707,54926.40200000001,
2708,68648.5,
2709,248441.48,
2710,92101.96266666666,
2711,82563.2,
2712,166196.14,
2713,61563.32,
2714,64881.82,
2715,51960.508,
2716,58067.75,
2717,80472.76,
2718,125078.44,
2719,84191.08,
2720,92306.625,
2721,52336.5,
2722,328898.88,
2723,154128.18,
2724,104663.4,
2725,40841.86,
2726,90785.18,
2727,56956.43,
2728,48100.38,
2729,181671.655,
2730,58324.5,
2731,113648.68,
2732,50272.985,
2733,88274.59,
2734,111336.59,
2735,43637.88,
2736,120091.405,
2737,123800.0,
2738,114649.2,
2739,160302.565,
2740,109203.885,
2741,113451.34,
2742,118921.085,
2743,43061.88,
2744,158075.92,
2745,65480.0,
2746,56164.93,
2747,92024.14,
2748,40788.93,
2749,318761.455,
2750,64456.6,
2751,663812.3,
2752,454038.49,
2753,36269.82,
2754,18121.03,
2755,59305.49,
2756,47090.94,
2757,74100.94,
2758,151695.0,
2759,62223.52,
2760,250719.37,
2761,109328.39,
2762,101476.09807692308,
2763,101610.79,
2764,60116.25273881675,
2765,143860.47,
2767,44261.16,
2768,116446.26,
2769,38603.14,
2770,111203.255,
2771,159198.97,
2772,41558.04,
2773,374834.62,
2774,91151.91,
2776,89000.84,
2777,67748.21166666667,
2778,41205.98,
2779,83829.42,
2780,97009.415,
2781,67726.3,
2782,65546.26,
2783,56591.8,
2784,55254.965,
2785,216192.88,
2786,84255.06,
2787,41632.88,
2788,71646.835,
2789,273388.08,
2790,63298.095,
2791,50942.7,
2792,28374.52,
2793,97233.0,
2794,94162.82,
2795,418274.76,
2796,29610.97,
2797,76984.86,
2798,137081.35,
2799,132524.675,
2800,44250.5,
2801,131589.92,
2802,158347.87,
2803,62482.34,
2804,59775.0,
2805,69992.0,
2806,39219.865,
2807,1650000.0,
2808,20912.67,
2809,49739.44,
2810,64610.805,
2811,17437.0,
2812,53788.88,
2813,163294.24,
2814,75785.88,
2815,69084.77,
2816,68809.82,
2817,45492.58,
2818,200924.68,
2819,194040.85,
2820,39124.135,
2821,33087.555,
2822,130674.94,
2823,52426.5,
2824,243739.44,
2825,48305.545,
2826,327060.93,
2827,73070.32,
2828,56169.95750793651,
2829,112025.08,
2830,24736.355,
2831,21085.52,
2832,50723.7,
2833,29307.42,
2834,152644.19,
2835,80624.36285714286,
2836,50843.36319104506,
2837,69270.0,
2838,68969.12,
2839,176573.765,
2840,91036.94,
2841,123422.0,
2842,84489.82,
2843,72439.395,
2844,73683.675,
2845,47040.76,
2846,44687.395,
2847,67000.96,
2848,232971.04,
2849,156393.18,
2850,103217.57,
2851,59648.735,
2852,20943.38,
2853,464034.66,
2854,99304.4,
2856,43165.17,
2857,30268.6,
2858,257931.0,
2859,122844.93,
2860,102985.5,
2861,41893.78,
2862,53478.821375,
2863,63177.91,
2864,28556.04,
2865,74410.46,
2866,91943.74083333334,
2867,36255.48,
2868,354485.58,
2869,85476.96,
2870,51800.0,
2871,357800.0,
2872,74436.29228174603,
2873,21456.92,
2874,77641.735,
2875,79690.005,
2876,128622.39,
2877,169695.475,
2878,33720.375,
2879,1761389.52,
2880,54258.91,
2881,111860.09,
2882,70677.82,
2883,115768.935,
2884,38389.4,
2885,39521.74,
2886,50978.36,
2887,35201.4,
2888,48267.53,
2889,85434.96,
2890,78629.405,
2891,156853.93,
2892,90977.265,
2893,27376.275,
2894,225199.76,
2895,40792.66,
2896,62716.9,
2897,39302.06,
2898,105621.48,
2899,92288.37,
2900,29705.36,
2901,30887.01,
2902,74248.44,
2903,40421.995,
2904,81572.33552380952,
2905,35538.68,
2906,72713.93,
2907,36774.185,
2908,99956.785,
2909,77932.2,
2910,33430.875,
2911,37483.155,
2912,51948.06,
2913,135855.0,
2914,40147.97,
2915,103760.56,
2916,94533.0,
2917,65434.165,
2918,86321.69,
2919,60036.28,
2920,78557.77,
2921,47809.025,
2922,87902.0225,
2923,268448.26,
2924,37148.125,
2925,58491.85,
2926,72780.0,
2927,59471.58,
2928,76935.635,
2929,38381.38,
2930,17049.8,
2931,42494.36,
2932,51696.0,
2933,58163.54,
2934,76419.43,
2935,181456.625,
2936,98355.63,
2937,79324.675,
2938,44136.25,
2939,39658.155,
2940,56800.0,
2941,58289.54,
2943,53055.15,
2944,41696.528,
2945,27057.485,
2946,56555.32,
2947,41323.08,
2948,22653.96,
2949,226218.0,
2950,213790.58,
2951,67258.535,
2952,114993.7,
2953,43934.88,
2954,19763.57,
2955,66679.32,
2956,72842.0,
2957,102906.69,
2958,198792.80666666667,
2959,90756.86,
2961,14365.81,
2962,69006.76,
2963,49433.685,
2964,35469.22,
2965,46835.84,
2966,861589.76,
2967,150767.365,
2968,75608.22,
2969,36673.425,
2970,229010.425,
2971,125434.32,
2972,87080.89333333333,
2973,108959.33,
2974,139800.29,
2975,60020.94,
2976,85250.44,
2977,8686.06,
2978,40605.68,
2979,63590.96,
2980,27635.28,
2981,319285.5,
2982,94942.9,
2983,157954.17,
2985,68186.66,
2986,76784.995,
2987,46235.0,
2988,40808.525,
2989,43338.64,
2990,91766.54,
2991,57252.34,
2992,23365.575,
2993,42749.28,
2994,100159.47,
2995,96611.93142857142,
2996,99829.32,
2997,89481.71,
2998,138727.71,
2999,139066.28,
3000,189021.74,
3001,69431.85,
3002,49885.385,
3003,81191.245,
3004,37843.085,
3005,151032.76,
3006,86511.14,
3007,30985.38,
3008,70448.33,
3009,520477.48,
3010,22522.44,
3011,30976.529,
3012,78346.12166666667,
3013,46098.74,
3014,61518.20666666667,
3015,20434.77,
3016,52543.76,
3018,99688.5,
3019,71416.86184615384,
3020,74813.36,
3021,53412.94,
3022,35930.9,
3023,39371.32,
3024,123716.62,
3025,41258.53833333334,
3026,54454.405,
3027,31344.39,
3028,64284.98,
3029,56853.72,
3030,188490.32,
3031,439388.44,
3032,37049.4,
3033,132002.495,
3034,28000.0,
3035,112780.775,
3036,49358.74,
3037,369938.875,
3038,74856.58,
3039,107138.775,
3040,138929.94,
3041,47054.46,
3042,71734.68,
3043,50897.32,
3044,42984.0,
3045,80919.14,
3046,126964.895,
3047,139805.0,
3048,29574.49,
3049,38441.20333333334,
3050,105789.08,
3051,53285.765,
3052,592939.0,
3053,40126.705,
3054,87926.66,
3055,43827.515,
3056,109543.4,
3057,136885.0,
3058,81053.62,
3059,43872.92,
3060,35398.055,
3061,89909.88,
3062,41105.44,
3063,103206.725,
3064,74714.765,
3065,11304.06,
3066,140755.575,
3067,169794.855,
3068,1280000.0,
3069,150958.0,
3070,40448.0,
3071,78500.38,
3072,109888.0,
3073,132347.13,
3074,93082.1,
3075,68436.705,
3076,137236.26,
3077,63014.885,
3078,93293.44,
3079,114431.92,
3080,165132.175,
3081,215506.265,
3082,59653.72,
3083,405807.78,
3084,104480.815,
3085,77660.48,
3086,834991.6,
3087,31935.21,
3088,178800.0,
3089,38753.92,
3090,80807.48,
3091,55517.54,
3092,133485.285,
3093,48182.625,
3094,80269.81,
3095,83602.19,
3096,175988.34,
3097,51635.44,
3098,80957.56,
3099,170405.04,
3100,141870.61,
3101,298800.0,
3102,117213.525,
3103,51841.375,
3104,40757.095,
3105,128888.0,
3106,296838.32,
3107,139286.22,
3108,89047.74,
3109,58846.96,
3110,262371.465,
3111,71607.7,
3112,41880.94,
3113,86264.35,
3114,229360.0,
3115,85149.92,
3116,65623.135,
3117,50578.17372069452,
3118,58133.411428571424,
3119,59490.5,
3120,59854.77042424242,
3121,52306.03187878788,
3122,134263.21,
3123,44281.18,
3124,107327.48,
3125,93416.46,
3126,62309.62,
3127,88481.95333333334,
3128,132624.95,
3129,89703.245,
3130,184452.26,
3131,100870.0,
3132,67458.975,
3133,602479.26,
3134,131927.975,
3135,85283.875,
3136,73663.85,
3137,51992.86,
3138,45081.72,
3139,68636.24,
3140,302108.54,
3141,78559.12,
3142,132415.44,
3143,97266.71,
3144,56540.145,
3145,107631.0,
3146,106540.0,
3147,88625.46857142859,
3148,41401.505,
3149,37755.09,
3150,22551.49,
3151,176372.96,
3152,56616.355,
3153,129548.52,
3154,159215.36,
3155,85258.575,
3156,122430.0,
3157,134165.5,
3158,171924.07,
3159,80114.0,
3160,16153.02,
3161,81009.76,
3162,22941.955,
3163,112526.725,
3164,233797.9,
3165,53855.37,
3166,104730.0,
3167,38406.21,
3168,42565.025,
3169,103018.99,
3170,58558.5218095238,
3171,55628.92,
3172,50132.71766233766,
3173,98936.51,
3174,205168.64,
3175,83259.25,
3176,75131.0,
3177,93411.425,
3178,55257.41,
3179,195523.74,
3180,62619.46,
3181,21533.5,
3182,69427.64,
3183,1849391.5,
3184,43281.65,
3185,223262.28,
3186,87466.65,
3187,538000.0,
3188,67389.7,
3189,81344.015,
3190,80726.82,
3191,134726.86,
3192,79799.8,
3193,37002.105,
3194,161347.95,
3195,58330.92,
3196,45376.07,
3197,67568.05357142858,
3198,74332.64,
3199,341978.38,
3200,58179.76,
3201,208000.0,
3202,79870.0,
3203,37916.6,
3204,56978.22,
3205,70427.98,
3206,154255.6,
