make,model,manufactured,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,reg_year,almost new car,coe car,consignment car,direct owner sale,electric cars,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars
45,437,2007.0,3,0,114.0,1998.0,6.0,14280.0,50168,1815.0,16796.0,182000.0,16941.0,18636.0,47800.0,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,196,2008.0,6,0,180.0,2687.0,6.0,23650.0,38712,3027.0,14700.0,124770.0,82525.0,82525.0,89800.0,2008,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3,546,2011.0,8,0,155.0,1984.0,6.0,13640.0,49716,1552.0,33834.0,125800.0,45622.0,45622.0,92800.0,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
25,155,2022.0,3,0,90.0,1598.0,1.0,15120.0,74989,742.0,63433.0,27000.0,19600.0,5000.0,122800.0,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,429,2020.0,8,0,95.0,1198.0,1.0,15510.0,37334,772.0,37163.0,52000.0,25572.0,17801.0,107800.0,2020,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,206,2018.0,3,0,92.0,1597.0,1.0,15780.0,23568,742.0,24797.0,71000.0,19890.0,19890.0,82800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,36,2017.0,3,0,88.0,1496.0,3.0,13890.0,36001,682.0,20895.0,96943.0,18998.0,13998.0,52500.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,716,2017.0,4,0,105.0,1798.0,1.0,18680.0,57390,976.0,33097.0,94580.0,19955.0,19955.0,75500.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,117,2020.0,1,0,120.0,1332.0,1.0,18180.0,40989,586.0,50275.0,56831.0,28761.0,32266.0,131800.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,12,2016.0,2,0,141.0,2488.0,2.0,13490.0,46667,1786.0,23378.0,177896.0,25278.0,27390.0,37800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
29,734,2015.0,2,0,147.0,1999.0,1.0,18870.0,58801,1212.0,38618.0,31000.0,46218.0,56706.0,52500.0,2015,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56,608,2019.0,1,0,81.0,1461.0,2.0,12540.0,26659,1048.0,23103.0,79810.0,23315.0,14641.0,67800.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,12,2020.0,8,0,121.0,1998.0,1.0,17850.0,40989,1210.0,51081.0,37000.0,29657.0,33520.0,129700.0,2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
74,604,2019.0,2,0,235.0,1969.0,1.0,22130.0,37912,1176.0,57769.0,4533.0,42441.0,51418.0,137800.0,2019,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
42,143,2020.0,2,0,336.0,2999.0,2.0,47280.0,59501,2384.0,182241.0,19000.0,119177.0,186519.0,429800.0,2021,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
73,609,2010.0,6,0,118.0,1390.0,5.0,12590.0,16570,868.0,3632.0,14149.0,24377.0,24377.0,13800.0,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,116,2015.0,1,0,90.0,1595.0,3.0,15880.0,66590,740.0,18143.0,87500.0,22896.0,19055.0,27800.0,2015,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
23,206,2018.0,3,0,127.0,1498.0,2.0,17400.0,34381,684.0,35563.0,99000.0,26720.0,29408.0,90500.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,143,2018.0,8,0,430.0,3982.0,2.0,93820.0,36667,3922.0,176153.0,50000.0,141995.0,227591.0,560000.0,2019,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
40,12,2016.0,3,0,85.0,1496.0,2.0,11930.0,50889,682.0,20428.0,100000.0,17576.0,12576.0,36500.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
33,390,2022.0,6,0,470.0,5204.0,1.0,129480.0,110524,5834.0,472645.0,1100.0,268823.0,531411.0,1398000.0,2023,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
42,363,2019.0,8,0,190.0,1991.0,1.0,28390.0,36000,1202.0,66264.0,49500.0,49350.0,61090.0,191800.0,2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,143,2019.0,8,0,155.0,1991.0,2.0,26430.0,36001,1202.0,68168.0,69788.0,52030.0,65654.0,171800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,264,2021.0,8,0,313.0,1911.0,1.0,32840.0,64700,4383.0,89731.0,54000.0,73238.0,58829.0,268800.0,2021,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
33,347,2011.0,6,0,412.0,5204.0,4.0,35310.0,97176,7584.0,76756.0,59000.0,209057.0,209057.0,278888.0,2012,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48,551,2016.0,8,0,106.0,1997.0,2.0,12390.0,46970,1210.0,18927.0,58774.0,19906.0,19906.0,30998.0,2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
52,37,2022.0,8,0,96.0,1199.0,1.0,15330.0,88503,508.0,92804.0,18353.0,22442.0,23419.0,142000.0,2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23,492,2022.0,10,0,12.0,658.0,2.0,10770.0,44093,326.0,35117.0,35361.0,16743.0,838.0,85800.0,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,119,2018.0,2,0,85.0,999.0,1.0,15590.0,38830,392.0,31667.0,83541.0,24719.0,26607.0,71000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,143,2016.0,8,0,155.0,1991.0,2.0,30020.0,52000,1202.0,50457.0,120000.0,43588.0,53024.0,118888.0,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,510,2023.0,10,0,12.0,1597.0,2.0,9060.0,63587,1039.0,50870.0,88237.0,15047.0,753.0,89999.0,2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,656,2012.0,1,0,100.0,1586.0,3.0,11350.0,46482,957.0,34308.0,55405.0,16170.0,16170.0,83800.0,2012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,206,2009.0,3,1,92.0,1595.0,4.0,12330.0,16438,1036.0,3405.0,242000.0,22580.0,22580.0,12800.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,142,2019.0,3,0,96.0,1598.0,1.0,15200.0,26170,742.0,26171.0,62564.0,18787.0,18787.0,85000.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,459,2012.0,6,0,412.0,4395.0,6.0,22140.0,107652,5482.0,91165.0,126000.0,92720.0,92720.0,187500.0,2013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,201,2017.0,3,0,95.0,1591.0,1.0,12980.0,41617,738.0,23700.0,25926.0,15728.0,15728.0,49888.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,190,2016.0,9,1,19.0,2998.0,2.0,17380.0,9372,2384.0,1985.0,117000.0,32620.0,1631.0,36800.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,259,2022.0,10,0,12.0,1840.0,1.0,12540.0,53294,1026.0,44154.0,113121.0,36218.0,1811.0,103888.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,266,2015.0,2,0,135.0,1991.0,2.0,18720.0,59889,1202.0,40071.0,157558.0,48634.0,60088.0,52000.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,206,2009.0,3,0,92.0,1595.0,3.0,14060.0,19922,1036.0,6757.0,113000.0,23550.0,23550.0,23888.0,2011,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
35,579,2016.0,8,0,175.0,1998.0,2.0,26140.0,56089,1210.0,51456.0,92000.0,56216.0,73189.0,88800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
71,330,2006.0,8,0,118.0,2694.0,6.0,17180.0,46048,3042.0,8036.0,220000.0,29963.0,32960.0,29988.0,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,15,2017.0,8,0,81.0,1199.0,1.0,12960.0,38510,508.0,21007.0,74000.0,19302.0,9302.0,55000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,111,1991.0,6,0,322.0,3600.0,6.0,43860.0,58124,4986.0,42407.0,94800.0,100808.0,151212.0,320000.0,1992,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5,56,2011.0,2,0,225.0,2979.0,4.0,17760.0,80583,3071.0,62170.0,151673.0,55241.0,55241.0,137000.0,2012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
73,676,2016.0,4,0,85.0,1598.0,2.0,16800.0,42801,1182.0,24825.0,81870.0,27739.0,20835.0,58800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
23,257,2015.0,4,0,129.0,2356.0,2.0,19890.0,76612,1630.0,23293.0,160000.0,29635.0,33489.0,33800.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
44,221,2010.0,6,0,135.0,1598.0,6.0,11560.0,32190,1039.0,19737.0,120000.0,28558.0,28558.0,70888.0,2011,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
71,541,2017.0,10,1,12.0,1560.0,3.0,11410.0,12695,1278.0,3683.0,169000.0,27586.0,1380.0,33100.0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,189,2016.0,2,0,133.0,2494.0,1.0,15100.0,57002,1792.0,32755.0,88000.0,29296.0,33015.0,50800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,707,2019.0,3,0,79.0,1496.0,1.0,13250.0,32889,682.0,29889.0,50182.0,15667.0,15667.0,80888.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,702,2017.0,1,0,97.0,1591.0,3.0,14100.0,52000,738.0,25485.0,124000.0,17140.0,17140.0,49800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,189,2019.0,2,0,155.0,2487.0,2.0,18960.0,33689,1784.0,40750.0,58000.0,38098.0,35338.0,107800.0,2019,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
16,572,2021.0,6,0,456.0,3855.0,1.0,89550.0,68310,3724.0,403577.0,12500.0,277667.0,471801.0,888000.0,2021,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,561,2019.0,8,0,184.0,1997.0,1.0,26180.0,58089,1210.0,106412.0,50000.0,65473.0,89852.0,220800.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
23,616,2018.0,7,0,101.0,1496.0,3.0,14400.0,31307,682.0,21764.0,78000.0,21867.0,12614.0,65800.0,2018,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,201,2009.0,3,0,92.0,1591.0,4.0,9950.0,26175,1107.0,12356.0,142000.0,14731.0,14731.0,46988.0,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45,437,2006.0,3,1,79.0,1584.0,6.0,11760.0,46454,1101.0,9482.0,143432.0,11832.0,13016.0,24000.0,2006,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,111,2022.0,6,0,375.0,3996.0,1.0,85780.0,109600,3944.0,370926.0,900.0,204731.0,390409.0,938800.0,2023,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
23,705,2015.0,8,0,96.0,1496.0,3.0,13840.0,47889,682.0,13959.0,122536.0,18705.0,8705.0,30888.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,248,2017.0,8,0,132.0,1999.0,2.0,21600.0,51000,1812.0,50814.0,118000.0,43573.0,53003.0,95800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,142,2008.0,3,0,80.0,1598.0,5.0,10390.0,27571,1113.0,12418.0,114636.0,16084.0,16084.0,46777.0,2008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,139,2018.0,4,0,221.0,3456.0,2.0,33540.0,40001,3100.0,75442.0,129100.0,56128.0,73031.0,209800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,725,2018.0,8,0,135.0,1998.0,2.0,24110.0,31301,1210.0,49856.0,91000.0,42657.0,51720.0,131000.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,437,2017.0,3,0,86.0,1590.0,1.0,14520.0,42801,738.0,19469.0,65017.0,11107.0,11107.0,49000.0,2017,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5,87,2005.0,6,0,190.0,2996.0,5.0,14390.0,47450,3573.0,7878.0,158000.0,102195.0,112415.0,23888.0,2006,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
5,88,2023.0,2,0,182.0,1998.0,1.0,27650.0,106388,1210.0,145110.0,4000.0,70688.0,112720.0,318800.0,2024,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
23,705,2015.0,8,0,96.0,1496.0,1.0,14670.0,56989,682.0,12867.0,89000.0,19087.0,9087.0,24800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,143,2016.0,2,0,135.0,1991.0,2.0,21970.0,51109,1202.0,40896.0,135000.0,42952.0,47133.0,77800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,177,2015.0,2,0,115.0,1595.0,3.0,19360.0,59889,740.0,29565.0,160680.0,35428.0,36600.0,48800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49,406,2018.0,2,0,121.0,1490.0,4.0,11930.0,35906,680.0,39367.0,84000.0,27615.0,30661.0,74800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,544,2022.0,8,0,140.0,1984.0,1.0,21650.0,95889,1194.0,103097.0,33899.0,31343.0,35881.0,189988.0,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,608,2017.0,4,0,81.0,1461.0,2.0,13060.0,38000,1048.0,24207.0,115000.0,23315.0,14641.0,57800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
44,221,2010.0,6,0,135.0,1598.0,5.0,12650.0,33140,1039.0,20701.0,150000.0,28335.0,28335.0,79000.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11,182,2015.0,8,0,60.0,1199.0,6.0,12880.0,57089,508.0,9569.0,140062.0,18286.0,5000.0,17888.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,685,2020.0,8,0,130.0,1591.0,1.0,16460.0,47001,738.0,47442.0,146868.0,21280.0,21792.0,119800.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,224,2008.0,3,0,81.0,1496.0,2.0,9460.0,32339,1023.0,13157.0,95000.0,12084.0,4585.0,38500.0,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38,375,2010.0,6,0,298.0,4244.0,4.0,24430.0,34935,6065.0,21995.0,170000.0,99647.0,99647.0,153800.0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,750,2011.0,6,0,150.0,2497.0,5.0,14380.0,47316,2514.0,32499.0,100000.0,44689.0,44689.0,98800.0,2011,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
54,195,2019.0,8,0,324.0,2894.0,1.0,43810.0,41001,2262.0,164715.0,49485.0,118359.0,185047.0,369888.0,2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,74,2022.0,2,0,137.0,1998.0,1.0,24060.0,125000,1210.0,143128.0,7926.0,51745.0,70316.0,248800.0,2023,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
9,518,2016.0,4,0,103.0,1362.0,4.0,11840.0,48209,604.0,21832.0,99000.0,16046.0,16046.0,38000.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23,705,2015.0,8,0,96.0,1496.0,2.0,14060.0,46009,682.0,14079.0,120000.0,20272.0,10381.0,30800.0,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,722,2016.0,8,0,100.0,1499.0,2.0,16570.0,52807,684.0,31115.0,183200.0,30895.0,30253.0,55800.0,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,731,2021.0,8,0,140.0,1969.0,1.0,20760.0,56001,1176.0,63378.0,80600.0,28316.0,31643.0,162800.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,673,2020.0,8,0,96.0,1597.0,2.0,11660.0,32699,1182.0,33618.0,122122.0,19824.0,19824.0,76800.0,2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,394,2019.0,1,0,95.0,1353.0,1.0,15090.0,32725,600.0,30508.0,79645.0,18143.0,18143.0,87000.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,384,2021.0,10,0,0.0,2982.0,1.0,14090.0,42589,3003.0,31142.0,100000.0,29353.0,1468.0,103000.0,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,2011.0,6,0,115.0,1995.0,4.0,11800.0,44431,1570.0,25539.0,62600.0,33715.0,33715.0,33900.0,2012,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
23,206,2018.0,3,0,92.0,1597.0,2.0,15940.0,38200,742.0,26949.0,98000.0,19724.0,19724.0,68800.0,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,364,2018.0,8,0,245.0,2996.0,1.0,35280.0,39401,2382.0,90538.0,75381.0,72170.0,101906.0,222888.0,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,327,2016.0,1,0,92.0,999.0,1.0,12420.0,51765,392.0,23311.0,96621.0,19340.0,14340.0,42500.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,676,2018.0,4,0,110.0,1395.0,1.0,16710.0,31302,624.0,32215.0,63600.0,25171.0,27240.0,83800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
71,189,2008.0,2,0,108.0,1998.0,1.0,10840.0,31553,1815.0,13624.0,180000.0,25403.0,25403.0,46800.0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,561,2016.0,8,0,225.0,2993.0,4.0,35740.0,54334,3376.0,102565.0,53000.0,86985.0,128573.0,190800.0,2017,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45,520,2018.0,8,0,110.0,1998.0,1.0,17080.0,33989,1210.0,29758.0,97573.0,19723.0,19723.0,90000.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
71,748,2022.0,8,0,88.0,1490.0,1.0,13890.0,68699,680.0,58634.0,16000.0,17384.0,5000.0,113500.0,2022,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
42,361,2020.0,8,0,145.0,1991.0,1.0,23960.0,35001,1202.0,61937.0,69000.0,44190.0,53866.0,174388.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,276,2022.0,10,0,12.0,1840.0,1.0,11660.0,45003,1026.0,36964.0,18.0,27243.0,1363.0,95800.0,2022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,248,2017.0,8,0,190.0,2993.0,2.0,27630.0,48001,3376.0,88953.0,164316.0,78118.0,112613.0,147000.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,416,2015.0,3,0,90.0,1390.0,3.0,14570.0,51106,620.0,28322.0,100000.0,21562.0,22187.0,53888.0,2017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,119,2010.0,1,0,118.0,1798.0,6.0,14460.0,32914,1366.0,19694.0,12177.0,30560.0,30560.0,86500.0,2010,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42,177,2015.0,2,0,115.0,1595.0,3.0,20300.0,58109,740.0,27409.0,106000.0,35392.0,36549.0,43800.0,2015,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,21,2017.0,4,0,75.0,1499.0,2.0,16540.0,47112,684.0,38319.0,106251.0,30858.0,35202.0,71800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,119,2018.0,2,0,85.0,999.0,2.0,15560.0,36426,392.0,33247.0,70000.0,24711.0,26596.0,75800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,684,2009.0,6,0,200.0,1984.0,5.0,20390.0,39563,1791.0,18784.0,142285.0,53564.0,53564.0,96800.0,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,12,2016.0,4,0,111.0,1998.0,1.0,13330.0,51109,1210.0,23654.0,71000.0,19610.0,19610.0,40800.0,2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
73,533,2017.0,1,0,66.0,1197.0,2.0,11540.0,52000,508.0,19026.0,122000.0,17610.0,7610.0,35888.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
68,404,2017.0,3,0,115.0,1995.0,2.0,14020.0,48011,1208.0,26352.0,112500.0,14416.0,14416.0,56800.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
48,720,2016.0,8,0,106.0,1997.0,1.0,16960.0,47604,1210.0,21644.0,88000.0,22509.0,23513.0,42800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,207,2021.0,2,0,96.0,1332.0,2.0,26690.0,45189,586.0,60204.0,37900.0,32760.0,37864.0,206800.0,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,125,2011.0,2,0,150.0,2773.0,4.0,14650.0,47316,2756.0,32551.0,174000.0,62923.0,62923.0,100800.0,2011,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,263,2019.0,8,0,183.0,1997.0,1.0,22250.0,41361,1210.0,51470.0,31068.0,34023.0,39633.0,136800.0,2019,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23,321,2021.0,1,0,72.0,1317.0,1.0,12370.0,74989,578.0,63412.0,12133.0,16031.0,5000.0,100888.0,2022,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
54,195,2012.0,8,0,220.0,3598.0,2.0,17910.0,88862,4319.0,68485.0,208000.0,88359.0,88359.0,138000.0,2012,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,220,2012.0,6,0,423.0,5998.0,6.0,43460.0,83464,9196.0,65102.0,51800.0,216456.0,216456.0,339000.0,2012,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
11,182,2015.0,1,0,85.0,1560.0,2.0,10950.0,57498,1144.0,10296.0,172823.0,21391.0,6948.0,15800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,616,2021.0,7,0,95.0,1496.0,2.0,13750.0,48000,682.0,39336.0,40000.0,19232.0,5000.0,104500.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,368,2011.0,1,0,90.0,1390.0,3.0,9410.0,41397,868.0,27628.0,125000.0,22644.0,22644.0,62800.0,2011,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
48,429,2021.0,8,0,95.0,1198.0,1.0,14920.0,78001,772.0,70614.0,53555.0,24271.0,10980.0,124800.0,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
42,177,2021.0,2,0,140.0,1496.0,1.0,22470.0,110003,682.0,124853.0,40000.0,41154.0,49616.0,203800.0,2022,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,99,2017.0,2,0,190.0,1998.0,1.0,26550.0,37010,1210.0,88630.0,70000.0,79348.0,114827.0,157777.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,181,2017.0,8,0,81.0,1199.0,2.0,12490.0,36810,508.0,27477.0,110000.0,20150.0,20210.0,58800.0,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,12,2019.0,1,0,85.0,1496.0,1.0,12660.0,33199,682.0,25627.0,31000.0,14248.0,14248.0,66800.0,2019,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
72,683,2015.0,9,1,19.0,10837.0,3.0,77090.0,48890,14931.0,8613.0,34315.0,91372.0,4569.0,135800.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,36,2019.0,3,0,88.0,1496.0,1.0,16120.0,32725,682.0,30699.0,70400.0,25922.0,18291.0,92800.0,2019,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
73,533,2017.0,1,0,66.0,1197.0,3.0,11620.0,42902,508.0,19050.0,103500.0,17608.0,7608.0,42000.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,592,2020.0,6,0,260.0,2995.0,3.0,30800.0,35001,2380.0,85903.0,40000.0,62928.0,85271.0,235800.0,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,184,2021.0,8,0,96.0,1199.0,1.0,14980.0,57898,508.0,50058.0,53201.0,22754.0,8856.0,116777.0,2022,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,74,2017.0,2,0,135.0,1998.0,1.0,23610.0,49189,1210.0,54423.0,94000.0,47763.0,58869.0,107000.0,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25,685,2017.0,8,0,130.0,1591.0,3.0,15870.0,57414,738.0,30466.0,150000.0,16524.0,16524.0,62800.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,589,2016.0,2,0,200.0,2996.0,4.0,28580.0,46229,2382.0,92161.0,155000.0,89948.0,133907.0,140000.0,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,551,2015.0,8,0,85.0,1197.0,2.0,14990.0,54301,508.0,15761.0,110200.0,18454.0,13454.0,29800.0,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,36,2016.0,3,0,88.0,1496.0,3.0,12780.0,50000,682.0,18936.0,168339.0,17200.0,12200.0,35800.0,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,371,2010.0,6,0,323.0,4691.0,3.0,25480.0,31553,7042.0,14350.0,47680.0,124836.0,124836.0,115888.0,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40,12,2016.0,3,0,85.0,1496.0,1.0,13540.0,46009,682.0,13343.0,68500.0,14363.0,9363.0,28800.0,2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
42,143,2019.0,6,0,115.0,1595.0,2.0,29690.0,39700,740.0,75978.0,46000.0,55617.0,72111.0,199800.0,2019,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,725,2018.0,8,0,135.0,1998.0,1.0,25370.0,31302,1210.0,49548.0,71950.0,42657.0,51720.0,134000.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,459,2012.0,6,0,412.0,4395.0,5.0,21520.0,60586,5482.0,44734.0,127478.0,95127.0,95127.0,158860.0,2012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,656,2008.0,1,0,74.0,1490.0,4.0,9970.0,26175,1020.0,12550.0,145000.0,12622.0,8218.0,47800.0,2009,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
42,143,2017.0,6,0,180.0,1991.0,3.0,28650.0,45289,1202.0,78827.0,60000.0,69047.0,96285.0,150888.0,2018,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
25,279,2018.0,3,0,93.0,1591.0,1.0,12800.0,40000,738.0,21165.0,133200.0,10087.0,10087.0,51800.0,2018,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,177,2010.0,2,0,115.0,1796.0,6.0,13810.0,34935,1364.0,21708.0,117497.0,38917.0,38917.0,85800.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
