model,mileage,low mileage car,manufactured,reg_year,type_of_vehicle,dereg_value,depreciation,power,coe,arf,omv,price,road_tax,almost new car,coe car,parf car
383,107000.0,0,2018.0,2018,8,39185.0,19710.0,170.0,38801,38632.0,33308.0,90800.0,1210.0,0,0,1
155,48200.0,0,2020.0,2020,3,30539.0,14650.0,90.0,37334,9010.0,19010.0,97800.0,742.0,0,0,1
2,95000.0,0,2016.0,2016,1,16138.0,14580.0,85.0,57501,10466.0,23904.0,33800.0,1082.0,0,0,1
363,23291.0,0,2022.0,2023,8,145043.0,27180.0,200.0,115501,70189.0,51678.0,268800.0,1202.0,0,0,1
201,129000.0,0,2018.0,2019,3,19565.0,13120.0,93.0,25556,11196.0,11196.0,65800.0,738.0,0,0,1
201,64000.0,0,2019.0,2019,3,27753.0,13580.0,93.0,31759,14729.0,14729.0,78800.0,738.0,0,0,1
520,114824.0,0,2014.0,2015,8,13449.0,16860.0,123.0,76904,17922.0,17922.0,18800.0,1636.0,0,0,1
709,96561.0,0,2017.0,2017,10,14309.0,13100.0,12.0,42809,1892.0,37836.0,43800.0,2038.0,0,0,0
206,93000.0,0,2016.0,2017,3,26267.0,14310.0,92.0,50889,21146.0,20818.0,48800.0,742.0,0,0,1
686,28800.0,1,2020.0,2020,8,243371.0,110860.0,478.0,41001,290795.0,177108.0,828800.0,3944.0,0,0,1
652,149390.0,0,2006.0,2007,4,13711.0,12440.0,103.0,52077,17389.0,18919.0,32800.0,1467.0,0,1,0
612,71165.0,0,2019.0,2019,4,44916.0,19590.0,100.0,39406,33300.0,29500.0,115800.0,802.0,0,0,1
173,207000.0,0,2008.0,2010,6,20452.0,14790.0,180.0,32914,40759.0,40759.0,91888.0,2825.0,0,1,0
328,81000.0,0,2018.0,2018,8,22760.0,14430.0,110.0,36000,13559.0,13559.0,62700.0,1208.0,0,0,1
123,92264.0,0,2019.0,2019,2,51164.0,20930.0,140.0,34000,45416.0,38154.0,128000.0,1194.0,0,0,1
294,135000.0,1,2010.0,2010,4,20003.0,13410.0,125.0,33568,32589.0,32589.0,79888.0,2293.0,0,1,0
177,199000.0,0,2013.0,2013,2,75520.0,12370.0,115.0,85845,31445.0,31746.0,108800.0,888.0,0,1,0
253,106591.0,0,2015.0,2016,8,17235.0,12040.0,88.0,52301,12891.0,25636.0,29800.0,1144.0,0,0,1
331,46000.0,0,2020.0,2021,4,48361.0,17520.0,101.0,51900,16989.0,28563.0,128800.0,682.0,0,0,1
664,34000.0,0,2021.0,2021,6,138531.0,47870.0,240.0,56100,130872.0,113262.0,410000.0,3242.0,0,0,1
266,141207.0,0,2009.0,2010,2,22229.0,12920.0,135.0,39463,51191.0,51191.0,72800.0,1461.0,0,1,0
12,130222.0,0,2015.0,2016,1,10269.0,13170.0,85.0,51301,5000.0,14184.0,21800.0,682.0,0,0,1
368,172000.0,0,2009.0,2010,1,1809.0,12170.0,90.0,16184,21895.0,21895.0,6800.0,930.0,0,1,0
633,123266.0,0,2015.0,2015,8,24688.0,17450.0,138.0,60101,31804.0,28431.0,36800.0,1634.0,0,0,1
177,32000.0,0,2022.0,2022,2,109908.0,24060.0,140.0,98890,46539.0,38956.0,214800.0,682.0,0,0,1
111,82000.0,1,2012.0,2012,6,68631.0,41430.0,294.0,88862,137353.0,137353.0,320000.0,4729.0,0,1,0
399,13745.0,1,2019.0,2020,1,35678.0,11870.0,85.0,35990,16806.0,16806.0,84500.0,392.0,0,0,1
350,42300.0,1,2015.0,2015,2,77106.0,33600.0,243.0,60689,126165.0,85647.0,105800.0,2362.0,0,0,1
201,155800.0,0,2009.0,2009,3,12133.0,11340.0,92.0,25525,15360.0,15360.0,53888.0,1107.0,0,1,0
649,63000.0,1,2015.0,2017,4,29542.0,23520.0,110.0,53106,26466.0,24618.0,73800.0,682.0,0,0,1
664,5500.0,1,2022.0,2022,6,194376.0,47430.0,240.0,107201,138789.0,110813.0,468888.0,3242.0,0,0,1
492,27372.0,0,2022.0,2022,10,24410.0,11380.0,12.0,30049,838.0,16743.0,92500.0,326.0,0,0,0
350,36000.0,1,2018.0,2019,2,102366.0,40120.0,257.0,41000,119262.0,81812.0,252000.0,2362.0,0,0,1
205,141000.0,0,2018.0,2018,3,26346.0,13700.0,88.0,38510,17094.0,17094.0,62800.0,684.0,0,0,1
201,84700.0,0,2016.0,2016,3,16909.0,12860.0,95.0,45000,16443.0,16443.0,30700.0,738.0,0,0,1
707,71165.0,0,2019.0,2019,3,27306.0,12190.0,79.0,32000,13870.0,13870.0,71300.0,682.0,0,0,1
504,50.0,1,2023.0,2023,4,118440.0,22300.0,103.0,110001,17963.0,29259.0,221800.0,974.0,1,0,1
462,92000.0,0,2015.0,2015,8,64522.0,82910.0,250.0,75002,114866.0,79370.0,135800.0,2382.0,0,0,1
201,100000.0,0,2018.0,2018,3,19808.0,12900.0,93.0,24294,13768.0,13768.0,60888.0,738.0,0,0,1
36,52000.0,1,2018.0,2018,3,20844.0,13880.0,88.0,25556,14364.0,14364.0,65800.0,682.0,0,0,1
372,100700.0,0,2018.0,2018,4,25823.0,13700.0,81.0,38830,17616.0,25440.0,59500.0,1048.0,0,0,1
119,3000.0,1,2022.0,2022,1,94989.0,18140.0,81.0,90589,30024.0,27160.0,166999.0,392.0,0,0,1
328,20000.0,0,2022.0,2023,8,111325.0,17170.0,121.0,116577,24084.0,22917.0,157000.0,1208.0,0,0,1
111,35000.0,1,2020.0,2020,6,239288.0,73460.0,331.0,41001,285082.0,173934.0,599000.0,2364.0,0,0,1
126,91000.0,0,2015.0,2016,2,77500.0,24880.0,228.0,58201,109209.0,76227.0,105800.0,2380.0,0,0,1
139,128188.0,0,2019.0,2019,4,65223.0,28500.0,134.0,48010,59465.0,48189.0,169800.0,1792.0,0,0,1
143,6500.0,1,2020.0,2023,6,202646.0,32030.0,200.0,124501,149396.0,84186.0,358800.0,1202.0,0,0,1
156,49000.0,1,2016.0,2019,6,645155.0,189070.0,552.0,36901,837167.0,480648.0,1380000.0,7856.0,0,0,1
143,71000.0,0,2022.0,2022,2,117490.0,21450.0,140.0,98389,52280.0,43057.0,196800.0,682.0,0,0,1
257,80.0,1,2023.0,2024,4,114541.0,18120.0,242.0,97000,25726.0,27661.0,190800.0,1204.0,1,0,1
551,59000.0,1,2016.0,2016,8,20426.0,13830.0,85.0,49751,13689.0,18689.0,40800.0,508.0,0,0,1
384,88.0,1,2024.0,2024,0,56481.0,15420.0,0.0,70601,2344.0,46865.0,152800.0,3000.0,1,0,0
183,5000.0,1,2022.0,2023,8,125835.0,24820.0,300.0,118990,27731.0,53016.0,233000.0,4180.0,0,0,1
551,68000.0,1,2016.0,2017,8,25707.0,15250.0,106.0,50621,19615.0,19615.0,51800.0,1210.0,0,0,1
722,117000.0,0,2016.0,2016,8,25151.0,17570.0,100.0,49156,27904.0,29217.0,49000.0,684.0,0,0,1
533,22500.0,0,2021.0,2022,1,50166.0,13550.0,85.0,47001,17852.0,17852.0,114988.0,392.0,0,0,1
75,131067.0,0,2010.0,2011,2,27469.0,13830.0,150.0,42683,38395.0,38395.0,89000.0,2514.0,0,1,0
206,97000.0,0,2016.0,2016,3,22886.0,14660.0,92.0,52503,19491.0,19491.0,41000.0,742.0,0,0,1
155,79454.0,0,2018.0,2019,3,21856.0,13950.0,93.0,26170,14230.0,14230.0,70500.0,738.0,0,0,1
470,78928.0,0,2018.0,2018,3,27381.0,12360.0,97.0,38000,19990.0,19990.0,56800.0,508.0,0,0,1
224,170000.0,0,2008.0,2008,3,12290.0,9830.0,81.0,27571,12336.0,12336.0,43800.0,1023.0,0,1,0
224,142000.0,1,2009.0,2009,3,12356.0,9910.0,80.0,26175,17500.0,17500.0,46800.0,1113.0,0,1,0
705,92323.0,0,2016.0,2016,8,16468.0,14880.0,96.0,46009,11774.0,21267.0,36300.0,682.0,0,0,1
675,38000.0,0,2018.0,2021,8,94009.0,26980.0,250.0,46790,84221.0,62345.0,219988.0,2380.0,0,0,1
510,71165.0,0,2019.0,2019,10,11507.0,11170.0,12.0,21495,1181.0,23606.0,59800.0,1048.0,0,0,0
368,120000.0,0,2015.0,2016,6,40580.0,29030.0,206.0,46229,48360.0,40257.0,96800.0,1194.0,0,0,1
437,94000.0,1,2007.0,2008,3,14386.0,11140.0,80.0,39274,16482.0,16482.0,40800.0,1026.0,0,1,0
510,69000.0,0,2021.0,2021,10,21025.0,9240.0,12.0,29079,920.0,18396.0,66800.0,1113.0,0,0,0
612,103000.0,0,2019.0,2019,4,45218.0,19110.0,100.0,39406,33300.0,29500.0,114800.0,802.0,0,0,1
12,30500.0,1,2017.0,2018,2,29311.0,16080.0,121.0,39000,23411.0,22436.0,69800.0,1210.0,0,0,1
139,68.0,1,2023.0,2024,4,135353.0,27480.0,134.0,96010,53089.0,42678.0,299988.0,1792.0,1,0,1
692,112298.0,0,2015.0,2015,1,18716.0,15280.0,90.0,57301,18730.0,22664.0,31800.0,684.0,0,0,1
178,66700.0,0,2017.0,2018,2,38383.0,23990.0,135.0,31001,35844.0,31317.0,120800.0,1202.0,0,0,1
46,54000.0,0,2020.0,2020,2,67646.0,21770.0,135.0,35001,61442.0,49601.0,165000.0,1210.0,0,0,1
193,106591.0,0,2015.0,2016,4,20874.0,14920.0,104.0,49602,22510.0,25364.0,36800.0,1318.0,0,0,1
305,80000.0,0,2016.0,2016,8,62637.0,19310.0,250.0,53001,83872.0,62151.0,86800.0,2380.0,0,0,1
649,68000.0,0,2018.0,2018,4,35322.0,21280.0,110.0,34400,33404.0,29574.0,100888.0,682.0,0,0,1
380,140000.0,1,2008.0,2008,6,15121.0,51610.0,353.0,37906,86988.0,86988.0,205888.0,5454.0,0,1,0
207,89000.0,0,2016.0,2016,2,26876.0,17060.0,90.0,55200,26041.0,27886.0,47800.0,740.0,0,0,1
62,11750.0,1,2021.0,2021,6,94866.0,27250.0,190.0,47001,84457.0,62476.0,225000.0,1210.0,0,0,1
52,142000.0,0,2012.0,2012,2,74432.0,17240.0,180.0,95025,42171.0,42171.0,135000.0,1452.0,0,1,0
257,70000.0,0,2018.0,2019,4,38843.0,25820.0,129.0,31001,35227.0,30876.0,135800.0,1630.0,0,0,1
139,63000.0,0,2022.0,2022,4,130947.0,26720.0,134.0,114009,52986.0,43561.0,247800.0,1792.0,0,0,1
266,205000.0,0,2010.0,2010,2,21995.0,13340.0,135.0,34935,53923.0,53923.0,84000.0,1364.0,0,1,0
707,141207.0,0,2010.0,2010,3,3898.0,13870.0,80.0,16095,12306.0,12306.0,16800.0,958.0,0,1,0
45,130000.0,0,2015.0,2016,2,24742.0,14900.0,100.0,55089,30497.0,31069.0,36800.0,684.0,0,0,1
450,11144.0,0,2023.0,2023,4,180001.0,57590.0,184.0,150001,242951.0,113422.0,595000.0,1784.0,1,0,1
328,100931.0,0,2016.0,2016,8,20119.0,14060.0,110.0,57508,15840.0,15840.0,35800.0,1208.0,0,0,1
143,1000.0,1,2021.0,2023,2,144165.0,24090.0,165.0,118501,49066.0,40561.0,242800.0,1202.0,1,0,1
462,43500.0,0,2019.0,2020,8,85822.0,32960.0,185.0,35001,86531.0,63628.0,240333.0,1194.0,0,0,1
701,106591.0,0,2015.0,2016,4,32693.0,28540.0,134.0,54920,45352.0,38108.0,62950.0,1792.0,0,0,1
279,180000.0,0,2014.0,2014,3,37535.0,12620.0,97.0,39619,13299.0,13299.0,59800.0,812.0,0,1,0
153,20896.0,1,2021.0,2021,3,32866.0,12010.0,59.0,41001,5000.0,14607.0,87800.0,506.0,0,0,1
36,92000.0,0,2016.0,2016,3,21116.0,14500.0,88.0,49751,14134.0,19134.0,43888.0,682.0,0,0,1
368,145949.0,0,2008.0,2008,6,13646.0,14150.0,147.0,32279,25901.0,25901.0,59800.0,1791.0,0,1,0
119,108000.0,0,2017.0,2017,2,24134.0,15730.0,85.0,42801,16257.0,24469.0,58000.0,392.0,0,0,1
617,60000.0,0,2019.0,2019,4,23488.0,14870.0,79.0,20141,19192.0,19192.0,83800.0,682.0,0,0,1
429,67630.0,0,2020.0,2021,8,37459.0,14820.0,95.0,41801,12061.0,25043.0,106800.0,772.0,0,0,1
119,71000.0,0,2019.0,2019,2,31030.0,14620.0,85.0,30009,22917.0,22083.0,84500.0,392.0,0,0,1
511,76800.0,0,2021.0,2021,10,18660.0,9400.0,12.0,25123,1140.0,22788.0,69800.0,1815.0,0,0,0
701,279659.0,0,2018.0,2018,4,55315.0,26540.0,134.0,31302,59469.0,48192.0,145800.0,1792.0,0,0,1
2,135000.0,0,2015.0,2015,1,13318.0,20640.0,85.0,57885,10605.0,24003.0,32000.0,1082.0,0,0,1
178,106591.0,0,2016.0,2016,6,42177.0,22170.0,135.0,57010,50849.0,42035.0,70800.0,1202.0,0,0,1
734,106591.0,0,2016.0,2016,2,37089.0,16460.0,147.0,56002,42841.0,36315.0,54888.0,1212.0,0,0,1
606,128269.0,1,2008.0,2009,6,15831.0,13530.0,210.0,33018,63440.0,63440.0,64888.0,6612.0,0,1,0
37,100000.0,0,2015.0,2016,8,15593.0,12750.0,88.0,46009,12904.0,22074.0,30000.0,1144.0,0,0,1
383,106591.0,0,2016.0,2016,8,33714.0,15860.0,111.0,56410,33935.0,33525.0,54500.0,1196.0,0,0,1
478,75706.0,1,2016.0,2016,4,24134.0,15750.0,88.0,52668,18867.0,18867.0,47800.0,684.0,0,0,1
175,96561.0,0,2017.0,2017,8,17637.0,16130.0,90.0,54405,5000.0,27318.0,45888.0,974.0,0,0,1
677,15000.0,1,2022.0,2022,10,46825.0,8370.0,12.0,55329,1034.0,20679.0,70800.0,682.0,0,0,0
43,120000.0,0,2012.0,2013,2,31268.0,15200.0,100.0,43362,24474.0,34474.0,54800.0,890.0,0,1,0
524,130000.0,0,2011.0,2011,6,43771.0,19650.0,300.0,60586,109629.0,109629.0,142000.0,4332.0,0,1,0
148,141200.0,0,2017.0,2017,1,19774.0,12540.0,77.0,46791,5000.0,19273.0,46800.0,392.0,0,0,1
175,90269.0,0,2018.0,2018,8,24054.0,15040.0,90.0,37989,14685.0,30489.0,64800.0,974.0,0,0,1
256,180000.0,0,2015.0,2016,9,660.0,16740.0,19.0,4642,1487.0,29724.0,23800.0,3004.0,0,0,0
587,145949.0,0,2007.0,2008,6,16816.0,16000.0,188.0,44998,43584.0,43584.0,59800.0,1791.0,0,1,0
362,106899.0,0,2019.0,2019,8,61977.0,25110.0,155.0,39406,55185.0,45132.0,158800.0,1202.0,0,0,1
705,27372.0,0,2021.0,2022,8,62546.0,14700.0,87.0,70901,9269.0,23049.0,119888.0,682.0,0,0,1
685,41700.0,0,2021.0,2022,8,76507.0,19950.0,169.0,82001,20473.0,31052.0,159000.0,742.0,0,0,1
705,95000.0,0,2015.0,2015,8,13318.0,14230.0,96.0,56989,8829.0,18829.0,25588.0,682.0,0,0,1
665,91000.0,0,2017.0,2017,2,30134.0,13380.0,100.0,52807,26134.0,24381.0,49700.0,1210.0,0,0,1
723,30000.0,1,2019.0,2020,8,54833.0,19770.0,103.0,37705,45881.0,38486.0,130000.0,684.0,0,0,1
616,47000.0,1,2019.0,2019,7,13082.0,14860.0,97.0,10000,10769.0,20549.0,79800.0,182.0,0,0,1
175,96561.0,0,2017.0,2017,8,21466.0,17370.0,90.0,53711,6809.0,32006.0,58500.0,974.0,0,0,1
649,77000.0,0,2018.0,2020,4,43087.0,21260.0,110.0,30012,34580.0,30414.0,138800.0,682.0,0,0,1
201,180000.0,0,2009.0,2010,3,18073.0,11430.0,92.0,32368,14454.0,14454.0,63800.0,1107.0,0,1,0
383,25000.0,0,2021.0,2022,8,98740.0,21650.0,160.0,92090,34298.0,40927.0,188800.0,1784.0,0,0,1
104,68000.0,0,2017.0,2017,2,138508.0,32790.0,330.0,50000,188306.0,120170.0,199800.0,4568.0,0,0,1
256,112967.0,0,2014.0,2014,9,35252.0,10780.0,19.0,35310,1393.0,27856.0,53800.0,3004.0,0,1,0
438,83000.0,0,2019.0,2020,8,86871.0,28590.0,234.0,32889,90766.0,65981.0,208800.0,4902.0,0,0,1
12,110000.0,0,2015.0,2016,2,18641.0,13640.0,121.0,45009,20665.0,20475.0,32388.0,1210.0,0,0,1
203,106591.0,0,2015.0,2016,3,15453.0,13640.0,68.0,47300,11745.0,16745.0,31800.0,610.0,0,0,1
561,130000.0,0,2011.0,2011,8,42407.0,15890.0,177.0,58124,53086.0,53086.0,115900.0,1576.0,0,1,0
612,44200.0,1,2019.0,2019,4,37648.0,20740.0,100.0,36000,24107.0,30076.0,124800.0,508.0,0,0,1
415,68000.0,0,2018.0,2018,1,25723.0,14800.0,96.0,34110,16882.0,16882.0,68800.0,684.0,0,0,1
512,46800.0,0,2022.0,2022,8,108581.0,28000.0,179.0,77700,63314.0,59063.0,251800.0,1784.0,0,0,1
705,119000.0,0,2015.0,2016,8,16832.0,14350.0,96.0,50000,9424.0,19424.0,36800.0,682.0,0,0,1
228,48100.0,1,2018.0,2018,8,35255.0,19050.0,142.0,32552,31413.0,28152.0,96500.0,684.0,0,0,1
45,111000.0,0,2017.0,2017,2,38672.0,16580.0,100.0,49996,35303.0,34502.0,69800.0,684.0,0,0,1
79,89000.0,0,2017.0,2017,2,50883.0,22540.0,185.0,54000,61109.0,49363.0,89889.0,1210.0,0,0,1
547,79000.0,0,2016.0,2017,2,47339.0,39890.0,298.0,54406,54702.0,44787.0,133800.0,2382.0,0,0,1
111,4000.0,1,2021.0,2022,6,300017.0,79110.0,353.0,83911,317147.0,191748.0,780000.0,2364.0,0,0,1
539,153500.0,0,2015.0,2015,4,31786.0,20310.0,125.0,62140,43926.0,37090.0,46888.0,1638.0,0,0,1
524,90000.0,0,2018.0,2018,6,147040.0,44840.0,243.0,36000,188063.0,120035.0,285800.0,2380.0,0,0,1
2,127000.0,0,2015.0,2015,1,12796.0,16100.0,85.0,57498,10605.0,24003.0,24800.0,1082.0,0,0,1
189,246000.0,0,2006.0,2006,2,13745.0,12600.0,108.0,56053,30639.0,27853.0,30900.0,1815.0,0,1,0
515,119077.0,1,2011.0,2012,1,15153.0,11140.0,72.0,28335,17729.0,17729.0,29800.0,965.0,0,1,0
36,81000.0,0,2017.0,2017,3,18474.0,12520.0,88.0,42801,9761.0,14761.0,41800.0,682.0,0,0,1
493,113758.0,0,2012.0,2012,9,32457.0,8770.0,19.0,43284,27434.0,27434.0,65800.0,1786.0,0,1,0
143,116000.0,0,2016.0,2016,2,55640.0,27120.0,135.0,56206,69584.0,54213.0,101800.0,1202.0,0,0,1
153,44200.0,1,2019.0,2019,3,20839.0,11930.0,59.0,32725,5000.0,14399.0,64800.0,506.0,0,0,1
539,84136.0,0,2019.0,2019,4,48360.0,23540.0,125.0,36001,40282.0,34487.0,138800.0,1638.0,0,0,1
36,145000.0,0,2016.0,2016,3,15380.0,12300.0,88.0,45504,13865.0,18865.0,27888.0,682.0,0,0,1
139,88126.0,0,2015.0,2017,4,48632.0,28930.0,134.0,46229,60936.0,49240.0,106000.0,1792.0,0,0,1
221,102000.0,0,2015.0,2016,6,23399.0,29020.0,141.0,49602,25792.0,27708.0,66800.0,1210.0,0,0,1
99,75000.0,1,2006.0,2006,2,13496.0,16350.0,190.0,56751,92400.0,84000.0,38888.0,3573.0,0,1,0
512,17800.0,0,2023.0,2023,8,146309.0,25860.0,179.0,118001,69211.0,59058.0,268800.0,1784.0,1,0,1
36,131500.0,0,2015.0,2015,3,9067.0,18730.0,88.0,61000,5000.0,14138.0,21900.0,682.0,0,0,1
705,28000.0,0,2019.0,2022,8,49400.0,13920.0,96.0,53709,9853.0,23466.0,113800.0,682.0,0,0,1
321,45886.0,1,2019.0,2019,1,18853.0,13660.0,73.0,26999,6359.0,16359.0,74500.0,578.0,0,0,1
74,90000.0,0,2019.0,2019,2,64021.0,21840.0,135.0,36667,66373.0,52429.0,137777.0,1210.0,0,0,1
137,180000.0,0,2008.0,2008,3,12802.0,9650.0,81.0,30284,10395.0,15900.0,40800.0,1023.0,0,1,0
565,158000.0,1,2006.0,2006,8,13294.0,11440.0,125.0,56751,23586.0,21441.0,26800.0,2457.0,0,1,0
196,160000.0,1,2006.0,2006,6,13407.0,29270.0,217.0,56053,105925.0,96295.0,70000.0,4488.0,0,1,0
551,106591.0,0,2016.0,2016,8,20870.0,12610.0,85.0,49751,13725.0,18725.0,38888.0,508.0,0,0,1
182,31752.0,0,2022.0,2022,4,84652.0,14830.0,96.0,84000,23269.0,22335.0,132800.0,508.0,0,0,1
383,89893.0,0,2016.0,2016,8,31047.0,17870.0,111.0,57501,31310.0,31650.0,53800.0,1196.0,0,0,1
384,106591.0,0,2015.0,2016,10,7619.0,16740.0,0.0,45890,1424.0,28476.0,27800.0,3004.0,0,0,0
522,110000.0,1,2010.0,2011,9,8431.0,80180.0,19.0,19904,6580.0,131593.0,169800.0,16247.0,0,1,0
384,96561.0,0,2017.0,2017,10,10388.0,13830.0,0.0,32078,1407.0,28138.0,44800.0,3004.0,0,0,0
52,113758.0,0,2012.0,2012,2,44734.0,19920.0,180.0,60586,41207.0,41207.0,147101.0,1452.0,0,1,0
292,109894.0,0,2016.0,2017,2,38552.0,17810.0,135.0,52807,42673.0,36195.0,65000.0,1792.0,0,0,1
705,31000.0,0,2018.0,2021,8,55483.0,15970.0,112.0,61001,15349.0,27392.0,122800.0,682.0,0,0,1
279,101000.0,0,2018.0,2018,3,23245.0,12840.0,93.0,30209,14549.0,14549.0,62800.0,738.0,0,0,1
173,143388.0,1,2006.0,2008,6,17360.0,30020.0,245.0,50168,43028.0,43028.0,103888.0,3027.0,0,1,0
23,111000.0,0,2015.0,2015,1,19955.0,20910.0,100.0,62140,22693.0,25495.0,36500.0,684.0,0,0,1
279,108000.0,0,2018.0,2018,3,19720.0,12800.0,93.0,25556,12628.0,12628.0,60800.0,738.0,0,0,1
266,21000.0,1,2018.0,2018,2,63760.0,24740.0,135.0,36000,69683.0,54268.0,137800.0,1202.0,0,0,1
207,10000.0,1,2023.0,2023,2,109168.0,20660.0,96.0,88000,42272.0,35908.0,202999.0,586.0,0,0,1
189,47600.0,0,2020.0,2021,2,50097.0,19220.0,160.0,47001,24182.0,33701.0,142800.0,1784.0,0,0,1
45,96561.0,0,2016.0,2017,2,32062.0,22410.0,100.0,53106,30763.0,31259.0,72800.0,684.0,0,0,1
201,79849.0,1,2015.0,2016,3,16615.0,14280.0,95.0,43000,16864.0,16864.0,32800.0,738.0,0,0,1
169,128500.0,0,2015.0,2016,10,7423.0,14720.0,12.0,46001,899.0,17968.0,23800.0,1278.0,0,0,0
262,27372.0,0,2021.0,2022,10,24716.0,12380.0,12.0,32556,2281.0,45615.0,93999.0,1272.0,0,0,0
143,19000.0,0,2022.0,2023,8,199013.0,43610.0,286.0,108051,150096.0,95498.0,455000.0,2384.0,0,0,1
21,92000.0,0,2017.0,2017,4,33242.0,14860.0,75.0,42900,31034.0,27881.0,60800.0,684.0,0,0,1
616,55000.0,0,2022.0,2023,3,85981.0,13360.0,95.0,93503,5000.0,18846.0,120000.0,682.0,0,0,1
206,75150.0,0,2017.0,2017,3,27801.0,16820.0,92.0,46778,19584.0,19584.0,64000.0,742.0,0,0,1
328,138699.0,0,2015.0,2015,8,19125.0,14950.0,177.0,61103,17728.0,17728.0,31800.0,1210.0,0,0,1
722,118000.0,0,2016.0,2016,8,39087.0,18160.0,141.0,56410,44178.0,37270.0,62588.0,1210.0,0,0,1
94,4681.0,1,2022.0,2022,6,334686.0,77020.0,368.0,112001,326780.0,175809.0,788800.0,3944.0,0,0,1
369,18602.0,1,2018.0,2019,1,49994.0,18020.0,156.0,38602,39852.0,34180.0,113800.0,976.0,0,0,1
647,97000.0,0,2016.0,2017,4,30106.0,16660.0,114.0,48556,27849.0,25606.0,59900.0,1810.0,0,0,1
701,71165.0,0,2019.0,2019,4,67724.0,28500.0,134.0,40001,62564.0,50313.0,179500.0,1792.0,0,0,1
505,60000.0,0,2021.0,2021,1,37082.0,14410.0,85.0,45001,7327.0,21662.0,104800.0,714.0,0,0,1
175,41000.0,1,2017.0,2018,8,28146.0,17020.0,90.0,32809,21332.0,28094.0,79800.0,974.0,0,0,1
551,101000.0,0,2017.0,2017,8,21481.0,12430.0,85.0,51765,13583.0,18583.0,38800.0,508.0,0,0,1
696,37000.0,1,2011.0,2011,6,31914.0,24930.0,313.0,47701,172149.0,172149.0,166800.0,7140.0,0,1,0
742,556000.0,0,2015.0,2015,0,5836.0,101100.0,4.0,50001,7748.0,154943.0,118000.0,8635.0,0,0,0
594,137546.0,0,2014.0,2015,2,88126.0,36540.0,245.0,75000,146518.0,96954.0,109999.0,2382.0,0,0,1
437,178500.0,0,2008.0,2008,3,15156.0,12210.0,114.0,38712,18925.0,18925.0,47800.0,1815.0,0,1,0
705,72000.0,0,2018.0,2019,8,22381.0,13860.0,96.0,26309,14777.0,23412.0,70800.0,682.0,0,0,1
705,93330.0,0,2015.0,2016,8,13995.0,14540.0,96.0,47300,9376.0,19376.0,31888.0,682.0,0,0,1
716,117652.0,0,2016.0,2016,4,25048.0,15110.0,105.0,56410,19955.0,19955.0,45000.0,976.0,0,0,1
47,165000.0,0,2013.0,2014,2,53378.0,17950.0,135.0,64047,31086.0,35061.0,74800.0,1331.0,0,1,0
616,110000.0,0,2018.0,2019,7,28706.0,15210.0,101.0,39401,14021.0,22872.0,79988.0,682.0,0,0,1
616,6513.0,1,2022.0,2023,7,82151.0,13110.0,95.0,98001,5000.0,18735.0,117800.0,682.0,0,0,1
182,80000.0,0,2016.0,2017,8,18502.0,11700.0,96.0,50889,8715.0,18715.0,34900.0,508.0,0,0,1
331,68400.0,0,2018.0,2018,4,25209.0,17390.0,101.0,33900,18150.0,25821.0,77888.0,682.0,0,0,1
12,135068.0,0,2016.0,2016,2,19656.0,14060.0,121.0,45009,21837.0,21312.0,34800.0,1210.0,0,0,1
617,80500.0,0,2017.0,2018,4,27278.0,14020.0,80.0,34400,21725.0,21232.0,64500.0,682.0,0,0,1
142,112967.0,0,2014.0,2014,3,38273.0,12200.0,90.0,39241,13650.0,18650.0,59500.0,742.0,0,1,0
371,70000.0,1,2010.0,2011,6,28311.0,23820.0,323.0,42683,118686.0,118686.0,158000.0,6539.0,0,1,0
672,43000.0,0,2020.0,2021,8,60892.0,17900.0,110.0,51900,33659.0,29756.0,139800.0,624.0,0,0,1
37,85000.0,0,2017.0,2018,8,28953.0,14480.0,96.0,38200,23901.0,22786.0,62800.0,508.0,0,0,1
175,96561.0,0,2017.0,2017,8,18461.0,16770.0,90.0,53001,6155.0,31539.0,49800.0,974.0,0,0,1
75,141207.0,0,2010.0,2010,2,19748.0,12630.0,150.0,32914,42488.0,42488.0,75800.0,2514.0,0,1,0
692,102004.0,0,2017.0,2017,1,28980.0,14130.0,90.0,47112,19942.0,23530.0,58000.0,684.0,0,0,1
526,110000.0,0,2016.0,2016,2,35089.0,16950.0,162.0,46229,40433.0,34595.0,59933.0,1194.0,0,0,1
685,66000.0,0,2017.0,2017,8,26895.0,17240.0,114.0,49996,15351.0,15351.0,65999.0,1212.0,0,0,1
189,138800.0,1,2007.0,2007,2,16960.0,11540.0,108.0,50451,29438.0,26761.0,38800.0,1815.0,0,1,0
384,15.0,1,2024.0,2024,0,67564.0,15210.0,0.0,68502,2377.0,47534.0,149999.0,3000.0,1,0,0
13,100734.0,0,1991.0,1992,2,15039.0,8810.0,0.0,31933,64571.0,43047.0,41500.0,1208.0,0,1,0
495,106591.0,0,2015.0,2016,9,7521.0,12950.0,0.0,40911,1243.0,24843.0,23800.0,2384.0,0,0,0
580,93000.0,1,2008.0,2009,6,15615.0,12370.0,158.0,29485,30279.0,30279.0,65500.0,858.0,0,1,0
388,60631.0,0,2019.0,2019,8,31341.0,15330.0,96.0,26999,23720.0,22657.0,88800.0,682.0,0,0,1
