make,model,manufactured,type_of_vehicle,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,reg_year,car_age,almost new car,coe car,consignment car,direct owner sale,electric cars,hybrid cars,imported used vehicle,low mileage car,opc car,parf car,premium ad car,rare & exotic,sgcarmart warranty cars,sta evaluated car,vintage cars,omv_arf_ratio,dereg_coe_ratio
8,72.0,2017.0,6,240.0,2998.0,2.0,32420.0,38801.0,2384.0,63832.0,38500.0,57619.0,75715.0,160000.0,2018,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.7609984811464042,1.6451122393752737
39,215.0,2020.0,3,93.0,1591.0,1.0,13550.0,44589.0,738.0,40244.0,31781.0,14322.0,14322.0,96800.0,2021,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.0,0.9025544416784409
39,215.0,2017.0,3,95.0,1591.0,1.0,14250.0,51765.0,738.0,21710.0,32000.0,12121.0,12121.0,45800.0,2017,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1.0,0.4193953443446344
8,84.0,2011.0,2,150.0,2497.0,5.0,13000.0,58124.0,2335.0,41499.0,153000.0,49344.0,49344.0,92800.0,2011,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.713973573738903
39,215.0,2019.0,3,93.0,1591.0,1.0,14310.0,36704.0,738.0,29720.0,70000.0,14474.0,14474.0,80800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.8097210113339146
92,566.0,2015.0,1,66.0,1197.0,4.0,14340.0,45000.0,508.0,11311.0,118000.0,17385.0,7385.0,26800.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3540961408259986,0.25135555555555555
36,280.0,2021.0,8,118.0,1498.0,1.0,20680.0,62000.0,684.0,66070.0,46725.0,28324.0,31654.0,157000.0,2021,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.8948000252732672,1.0656451612903226
29,746.0,2017.0,8,112.0,1496.0,1.0,17250.0,57390.0,682.0,23297.0,62818.0,25495.0,5000.0,62800.0,2017,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5.099,0.40594180170761457
8,767.0,2018.0,8,135.0,1998.0,2.0,21840.0,30959.0,1210.0,48295.0,74700.0,41424.0,49994.0,118800.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8285794295315437,1.5599664071836945
42,170.0,2012.0,6,515.0,6498.0,5.0,70430.0,107652.0,9427.0,86122.0,20000.0,372803.0,372803.0,589888.0,2012,12,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.0,0.8000037156764389
8,23.0,2016.0,1,85.0,1496.0,2.0,13480.0,49751.0,1082.0,24515.0,73000.0,27843.0,20981.0,42800.0,2017,7,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.3270578142128593,0.49275391449418104
49,41.0,2017.0,1,88.0,1496.0,2.0,14320.0,36890.0,682.0,24537.0,115000.0,17722.0,17722.0,59400.0,2018,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.6651396042287883
29,340.0,2019.0,1,73.0,1317.0,1.0,14220.0,33009.0,578.0,22297.0,71000.0,16312.0,6312.0,78800.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.5842839036755385,0.6754824441818897
39,215.0,2016.0,3,95.0,1591.0,3.0,15320.0,51507.0,738.0,20641.0,108561.40521862713,14317.0,14317.0,43000.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.0,0.4007416467664589
88,572.0,2006.0,4,125.0,2362.0,6.0,12880.0,52660.0,2457.0,13446.0,161736.90297639475,38001.0,41802.0,32900.0,2007,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9090713362996986,0.2553361184960122
39,691.0,2020.0,8,88.0,998.0,1.0,13270.0,32699.0,392.0,26231.0,46000.0,18111.0,8111.0,85800.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.232893601282209,0.8021957858038472
31,169.0,2019.0,3,93.0,1591.0,1.0,12510.0,31210.0,738.0,27257.0,62000.0,12948.0,12948.0,76800.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.8733418776033323
9,700.0,2020.0,10,110.0,2021.34598870721,1.0,10120.0,39589.0,1489.4529891553063,26899.0,73929.48781600219,20000.0,1000.0,68800.0,2021,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20.0,0.6794564146606381
58,542.0,2015.0,10,105.0,1597.0,1.0,13750.0,42303.0,844.7917732589788,6305.0,83080.41144949687,16305.0,816.0,20500.0,2015,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.981617647058822,0.14904380303997353
92,442.0,2011.0,3,118.0,1390.0,5.0,12390.0,46704.0,806.0,33537.0,124106.76264713045,24357.0,24357.0,89000.0,2011,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.7180755395683454
51,73.0,1978.0,6,134.0,4520.0,4.0,11670.0,3542.0,280.0,1726.0,80000.0,15814.0,15814.0,63800.0,2019,5,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1.0,0.4872953133822699
58,761.0,2015.0,8,106.0,1997.0,2.0,16980.0,62140.0,1210.0,19649.0,80000.0,22233.0,23127.0,30500.0,2015,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9613438837722142,0.31620534277438045
85,315.0,2017.0,10,82.0,658.0,2.0,10130.0,24491.0,-381.84892624085,12037.0,84000.0,16102.0,806.0,49800.0,2019,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.977667493796528,0.4914866685721285
29,689.0,2005.0,4,114.0,1998.0,3.0,15410.0,59798.0,1815.0,8830.0,236000.0,23871.0,26259.0,22800.0,2005,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.909059750942534,0.14766380146493194
92,388.0,2011.0,1,118.0,1390.0,4.0,11610.0,45272.0,806.0,31889.0,114469.19057476739,27302.0,27302.0,81800.0,2011,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.704386817458915
31,298.0,2011.0,3,95.0,1591.0,3.0,12150.0,23883.0,959.0,11752.0,155000.0,11730.0,11730.0,29900.0,2011,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.49206548591048027
4,132.0,2014.0,2,90.0,1395.0,6.0,11860.0,39241.0,686.0,36983.0,134524.1798986743,27221.0,15110.0,55888.0,2014,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.801522170747849,0.9424581432685202
49,41.0,2021.0,3,88.0,1496.0,2.0,13930.0,47000.0,682.0,37708.0,76308.0,20553.0,5775.0,101800.0,2021,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.558961038961039,0.8022978723404255
39,207.0,2016.0,4,104.0,1685.0,1.0,15140.0,55100.0,1318.0,22771.0,118739.0,22197.0,18076.0,41800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.2279818543925647,0.4132667876588022
88,203.0,2016.0,2,133.0,2494.0,1.0,15510.0,47604.0,1792.0,26870.0,138288.0,29296.0,33015.0,44888.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8873542329244283,0.564448365683556
62,42.0,2022.0,8,96.0,1199.0,1.0,15620.0,87235.0,508.0,90191.0,11000.0,21481.0,22074.0,142888.0,2022,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9731358158919996,1.0338854817447125
51,289.0,2014.0,2,155.0,1991.0,3.0,21570.0,76612.0,1202.0,33390.0,138500.0,49580.0,56412.0,42800.0,2015,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8788910160958662,0.4358325066569206
4,132.0,2021.0,1,110.0,1498.0,1.0,17280.0,62600.0,684.0,56088.0,43000.0,27344.0,15282.0,130800.0,2021,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.7892945949483052,0.8959744408945687
4,281.0,2021.0,6,510.0,3526.6997279444913,1.0,45440.0,79601.0,3788.4764880490384,192293.0,18800.0,137181.0,173926.0,439988.0,2022,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.7887319894667847,2.4157108579037954
51,157.0,2019.0,2,120.0,1332.0,1.0,21770.0,39700.0,586.0,60979.0,20000.0,43196.0,52475.0,144800.0,2019,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.8231729394949976,1.5359949622166247
58,584.0,2016.0,8,85.0,1197.0,1.0,14330.0,45000.0,508.0,16106.0,109500.0,18974.0,13974.0,33800.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.35780735651925,0.3579111111111111
8,767.0,2019.0,8,185.0,1998.0,1.0,25260.0,41805.0,1210.0,71822.0,70301.0,52094.0,65770.0,168800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7920632507222137,1.718024159789499
22,75.0,2017.0,6,493.0,3902.0,6.0,174690.0,47501.0,3796.0,312260.0,41000.0,292081.0,497746.0,749500.0,2017,7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.5868073274320638,6.573756341971748
93,773.0,2019.0,8,185.0,1969.0,1.0,22020.0,48010.0,1176.0,46954.0,49000.0,30366.0,34513.0,121800.0,2019,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.8798423782342886,0.9780045823786712
88,273.0,2014.0,9,97.0,2982.0,1.0,10870.0,35310.0,2922.7561357098957,34962.0,83863.09587314654,27856.0,1393.0,53800.0,2014,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99712849964106,0.9901444350042481
88,152.0,2021.0,4,134.0,2493.0,1.0,26980.0,52200.0,1792.0,84931.0,51970.21876276143,51295.0,64331.0,221800.0,2021,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.7973605260294415,1.6270306513409962
88,408.0,2019.0,10,0.0,2982.0,1.0,14220.0,13551.0,3005.6583784425648,6556.0,111406.0,28136.0,1407.0,68800.0,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99715707178394,0.48380193343664674
8,763.0,2019.0,8,103.0,1499.0,2.0,17970.0,41361.0,684.0,54768.0,48059.0,36905.0,43667.0,117500.0,2019,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8451462202578607,1.32414593457605
88,189.0,2018.0,8,90.0,1797.0,1.0,15820.0,37010.0,974.0,20764.0,69772.0,27763.0,10869.0,63998.0,2018,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2.554328825098905,0.5610375574169143
29,440.0,2015.0,4,112.0,1496.0,4.0,15700.0,51010.0,682.0,11946.0,103652.0,25117.0,5000.0,30800.0,2016,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5.0234,0.234189374632425
88,570.0,2008.0,3,81.0,1496.0,2.0,11730.0,29328.0,1023.0,15202.0,126488.0,18007.0,18007.0,60800.0,2009,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.5183442444080743
49,14.0,2015.0,4,111.0,1998.0,3.0,20440.0,71509.0,1210.0,18992.0,96000.0,18180.0,18180.0,34800.0,2015,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.26558894684585155
51,191.0,2018.0,2,115.0,1595.0,2.0,19670.0,37605.0,740.0,43351.0,79000.0,37480.0,44472.0,97800.0,2018,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8427774779636625,1.1527988299428267
88,742.0,2015.0,4,134.0,2493.0,2.0,30010.0,54200.0,1792.0,40696.0,60895.0,39410.0,47174.0,93800.0,2016,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.835417814898037,0.7508487084870848
36,778.0,1998.0,2,0.0,3248.0,3.0,27810.0,31553.0,4161.0,14272.0,141292.27152771162,80218.0,112306.0,125800.0,1998,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7142806261464214,0.45231832155421037
59,162.0,2020.0,1,107.0,1341.0,1.0,11820.0,62600.0,592.0,50463.0,48634.0,22281.0,8194.0,87800.0,2021,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.719184769343422,0.8061182108626198
29,340.0,2019.0,1,73.0,1317.0,1.0,12140.0,18010.0,78.0,14423.0,43177.0,15764.0,5764.0,71000.0,2020,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2.734906315058987,0.8008328706274292
88,594.0,2020.0,8,72.0,996.0,1.0,13020.0,26351.0,392.0,22953.0,54000.0,19234.0,9234.0,83800.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.082954299328568,0.8710485370574171
29,340.0,2019.0,1,73.0,1317.0,2.0,11560.0,11589.0,78.0,10870.0,30306.0,17500.0,7500.0,59800.0,2019,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2.3333333333333335,0.9379584088359652
88,408.0,2024.0,0,0.0,2754.0,1.0,14900.0,70601.0,2788.31335781533,56481.0,36970.16433967673,47150.0,2358.0,148800.0,2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.995759117896522,0.8000028328210649
88,238.0,2015.0,3,80.0,1496.0,1.0,19230.0,61000.0,682.0,9000.0,100700.0,13217.0,5000.0,22200.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.6434,0.14754098360655737
8,29.0,2022.0,6,135.0,1998.0,1.0,23890.0,114009.0,1210.0,140082.0,18900.0,45479.0,55671.0,233888.0,2023,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8169244310323148,1.2286924716469751
42,367.0,2012.0,6,412.0,5204.0,6.0,39890.0,108373.0,7001.0,86698.0,50000.0,236840.0,236840.0,338888.0,2013,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.7999963090437655
88,408.0,2013.0,0,0.0,2982.0,1.0,14150.0,40773.0,3078.8791699954154,36774.0,98000.0,37122.0,1857.0,63800.0,2013,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.990306946688207,0.9019203884923847
28,789.0,2022.0,9,78.0,4009.0,1.0,13680.0,28409.0,4454.89290422327,22175.0,56756.0,35107.0,1756.0,106800.0,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.99259681093394,0.780562497799993
53,235.0,2011.0,6,135.0,1598.0,6.0,14540.0,42283.0,965.0,29077.0,230000.0,30123.0,30123.0,100000.0,2011,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6876758981150817
88,156.0,2017.0,3,96.0,1598.0,1.0,15250.0,42900.0,742.0,23895.0,66000.0,19990.0,14990.0,57800.0,2017,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.333555703802535,0.556993006993007
50,104.0,2018.0,6,530.0,3994.0,2.0,119360.0,41000.0,3940.0,342516.0,12800.0,272262.0,462072.0,808888.0,2019,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.5892198618397133,8.354048780487805
8,2.0,2015.0,1,85.0,1496.0,2.0,20280.0,57089.0,1082.0,13012.0,95969.05735482006,24003.0,10605.0,30800.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.263366336633663,0.22792481914204138
54,317.0,2008.0,6,217.0,1998.0,6.0,25200.0,33018.0,1815.0,15831.0,218000.0,44740.0,44740.0,120833.0,2009,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.47946574595675084
59,162.0,2017.0,7,77.0,999.0,1.0,13000.0,36001.0,392.0,15017.0,87329.0,19889.0,5000.0,45000.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.9778,0.41712730201938836
4,134.0,2020.0,2,110.0,1984.0,1.0,19040.0,35001.0,1194.0,51414.0,66700.0,34816.0,40743.0,133800.0,2020,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.8545271580394178,1.4689294591583097
88,313.0,2010.0,4,125.0,2362.0,3.0,14580.0,34935.0,2293.0,21995.0,146000.0,36637.0,36637.0,91800.0,2010,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6295978245312723
58,542.0,2021.0,10,105.0,1598.0,1.0,10140.0,34645.0,803.4828278051448,25267.0,22000.0,18306.0,916.0,73988.0,2021,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19.98471615720524,0.7293115889738779
49,41.0,2017.0,3,88.0,1496.0,2.0,11830.0,52000.0,682.0,20189.0,78000.0,14761.0,9761.0,37500.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5122425980944576,0.38825
8,84.0,2010.0,2,150.0,2497.0,6.0,14990.0,33568.0,2514.0,20564.0,155223.0,41539.0,41539.0,91800.0,2010,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6126072449952336
59,512.0,2022.0,8,97.0,2101.0018943572045,1.0,14220.0,97000.0,1484.0,88018.0,7888.0,33824.0,21685.794968459748,128999.0,2023,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.5597306923354344,0.9074020618556701
49,14.0,2016.0,2,121.0,1998.0,1.0,18400.0,49156.0,1210.0,23551.0,81000.0,21406.0,21969.0,49800.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9743729801083345,0.47910733176011067
88,757.0,2009.0,4,106.0,1987.0,4.0,13360.0,37502.0,1797.0,19871.0,157000.0,22003.0,22003.0,70800.0,2009,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5298650738627273
8,84.0,2011.0,2,150.0,2497.0,3.0,13040.0,49716.0,2335.0,34611.0,107154.0979145107,49316.0,49316.0,90800.0,2011,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.6961742698527636
92,644.0,2011.0,6,118.0,1390.0,3.0,9410.0,46482.0,806.0,33582.0,105646.67351597891,25278.0,25278.0,68000.0,2011,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.7224732154382342
8,793.0,2013.0,6,135.0,1997.0,3.0,16700.0,115270.0,1452.0,102827.0,45300.0,42826.0,46957.0,149000.0,2013,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9120258960325404,0.8920534397501518
28,789.0,2023.0,9,78.0,4009.0,1.0,12240.0,72892.0,4294.9882821270585,68938.0,67135.52541241812,27252.0,1363.0,115800.0,2023,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.99413059427733,0.9457553641003128
47,396.0,2010.0,6,298.0,4244.0,6.0,19850.0,35416.0,6065.0,19765.0,171075.53583594502,103052.0,103052.0,110800.0,2010,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5580810932911678
4,633.0,2011.0,6,245.0,2995.0,3.0,15520.0,47316.0,3094.0,32551.0,105000.0,76949.0,76949.0,106800.0,2011,13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.6879491081241018
58,402.0,2008.0,6,353.0,3799.0,6.0,52400.0,38712.0,5454.0,14774.0,148721.7744391662,82956.0,82956.0,199999.0,2008,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.38163876834056626
51,157.0,2018.0,8,155.0,1991.0,2.0,26260.0,31000.0,1202.0,59325.0,77000.0,51955.0,65519.0,146800.0,2018,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7929760832735543,1.913709677419355
8,84.0,2010.0,2,150.0,2497.0,3.0,13100.0,33568.0,2694.0,19184.0,123635.16099281408,38430.0,38430.0,74888.0,2010,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5714966634890372
58,200.0,2016.0,9,105.0,2953.0,1.0,10720.0,40212.0,2909.174986835097,11931.0,126000.0,26468.0,1324.0,31800.0,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99093655589124,0.29670247687257534
88,573.0,2019.0,4,100.0,1798.0,1.0,17470.0,38802.0,976.0,41725.0,46000.0,30007.0,24010.0,118800.0,2020,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.2497709287796752,1.0753311684964693
92,713.0,2014.0,8,155.0,1984.0,3.0,17650.0,58109.0,1194.0,30833.0,130000.0,36019.0,42427.0,43988.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8489641030475876,0.5306062744153229
88,406.0,2015.0,8,111.0,1986.0,2.0,16400.0,50089.0,1196.0,24500.0,106184.0,30713.0,29999.0,41200.0,2016,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.0238007933597786,0.4891293497574318
58,584.0,2015.0,8,85.0,1197.0,2.0,12430.0,51301.0,508.0,15271.0,93000.0,18454.0,13454.0,25800.0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3716366879738369,0.29767450926882516
47,396.0,2012.0,6,338.0,4691.0,6.0,27010.0,109948.0,5533.0,97628.0,77162.0,128781.0,128781.0,239800.0,2013,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.8879470295048568
29,220.0,2017.0,3,127.0,1498.0,3.0,17360.0,54406.0,684.0,31014.0,81000.0,27060.0,24884.0,63800.0,2017,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.087445748271982,0.5700474212403044
58,698.0,2018.0,3,85.0,1598.0,1.0,13730.0,33798.0,742.0,25553.0,83491.91921872663,16212.0,16212.0,65800.0,2018,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.7560506538848453
14,196.0,2021.0,4,96.0,1199.0,1.0,14470.0,48510.0,508.0,53914.0,22608.0,25025.0,27035.0,113828.0,2021,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.9256519326798595,1.1113997113997114
59,244.0,2018.0,8,81.0,1199.0,1.0,12110.0,33520.0,508.0,37874.0,62000.0,22849.0,23989.0,83800.0,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9524782191837926,1.129892601431981
54,167.0,2018.0,3,59.0,1193.0,1.0,12280.0,25501.0,506.0,15196.0,75233.0,13430.0,5000.0,58800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.686,0.5958982000705855
88,406.0,2015.0,8,111.0,1986.0,2.0,22130.0,71509.0,1196.0,19813.0,140000.0,29148.0,22808.0,33900.0,2015,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.277972641178534,0.2770700191584276
8,770.0,2010.0,8,225.0,2979.0,5.0,15760.0,45586.0,3071.0,30599.0,193100.0,71516.0,71516.0,105800.0,2011,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.6712367832229194
8,763.0,2019.0,8,103.0,1499.0,1.0,19110.0,40002.0,684.0,51985.0,89000.0,35726.0,42017.0,118800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8502748887355118,1.2995600219989
51,157.0,2019.0,6,470.0,3982.0,3.0,67820.0,38602.0,3922.0,255798.0,30000.0,189939.0,313891.0,515000.0,2019,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.6051113284547821,6.6265478472618
8,486.0,2009.0,6,309.0,3999.0,6.0,18260.0,35416.0,5922.0,19940.0,125125.0,80636.0,80636.0,102800.0,2010,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.5630223627738875
32,580.0,2019.0,2,155.0,1991.0,1.0,17000.0,40989.0,1202.0,55612.0,68566.0,34122.0,39771.0,126800.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8579618314852531,1.35675425114055
8,5.0,2010.0,6,115.0,1995.0,5.0,10100.0,32914.0,1691.0,20461.0,97000.0,34495.0,34495.0,62800.0,2010,14,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.6216503615482774
4,134.0,2017.0,2,110.0,1395.0,1.0,17340.0,53711.0,624.0,34710.0,113000.0,32096.0,26935.0,69000.0,2017,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.191609430109523,0.6462363389249874
29,340.0,2007.0,1,63.0,1339.0,3.0,10520.0,42564.0,885.0,13679.0,136000.0,11519.0,12671.0,33800.0,2007,17,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9090837345118775,0.3213748707828212
92,652.0,2014.0,4,147.0,1984.0,3.0,16530.0,71889.0,1194.0,30407.0,130000.0,41049.0,49469.0,37777.0,2015,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8297923952374214,0.4229715255463284
54,317.0,2008.0,6,206.0,1998.0,3.0,28150.0,31553.0,1815.0,14099.0,175000.0,36934.0,36934.0,125777.0,2008,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.44683548315532595
39,691.0,2021.0,8,88.0,998.0,1.0,13940.0,53709.0,392.0,43570.0,29000.0,20030.0,5042.0,105800.0,2021,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.9726299087663626,0.8112234448602655
39,215.0,2020.0,3,93.0,1591.0,1.0,13860.0,43501.0,738.0,41392.0,60000.0,18021.0,18021.0,97800.0,2021,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.9515183558998643
4,579.0,2017.0,8,185.0,1984.0,2.0,28480.0,45289.0,1194.0,51926.0,102619.0,44886.0,54841.0,129800.0,2018,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8184752283875203,1.1465477268210824
88,203.0,2008.0,2,108.0,1998.0,6.0,10280.0,36888.0,1815.0,14573.0,188607.0,26497.0,26497.0,40599.0,2008,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.3950607243548037
29,220.0,2017.0,3,127.0,1498.0,1.0,16610.0,49000.0,684.0,30523.0,92408.0,26334.0,23868.0,62800.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.103318250377074,0.6229183673469387
51,157.0,2020.0,8,120.0,1332.0,1.0,26170.0,49300.0,586.0,67129.0,62100.0,39327.0,47058.0,192500.0,2021,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8357133749840622,1.3616430020283976
29,746.0,2016.0,8,96.0,1496.0,4.0,14370.0,50889.0,682.0,20985.0,111089.15421980237,22105.0,12947.0,43800.0,2017,7,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.7073453309647022,0.4123680952661675
58,542.0,2017.0,10,105.0,1461.0,1.0,10210.0,29902.0,729.798214571694,11363.0,78640.37449575351,20486.0,1025.0,38800.0,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.986341463414636,0.380008026218982
88,406.0,2020.0,8,170.0,1998.0,1.0,19170.0,37705.0,1210.0,47051.0,72720.73377323526,30808.0,35132.0,122800.0,2020,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8769213252874872,1.247871635061663
1,505.0,2009.0,1,114.0,1368.0,2.0,13130.0,26175.0,912.0,12356.0,230000.0,21474.0,21474.0,62000.0,2009,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.47205348615090736
92,388.0,2018.0,7,92.0,1395.0,3.0,21600.0,28199.0,624.0,35020.0,99831.64140387312,28962.0,32547.0,110000.0,2018,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8898515992257351,1.2418880102131282
4,582.0,2018.0,8,190.0,1984.0,2.0,28680.0,39406.0,1194.0,74336.0,91883.0,55688.0,72239.0,182800.0,2019,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7708855327454699,1.88641323656296
