Id,Predicted,Error,GT
1749,65186.62890625,15220.278906250001,49966.35
1750,31846.3984375,1545.6784374999988,30300.72
1751,109979.6953125,1628.1053125000035,108351.59
1753,59029.2109375,1780.8709375000035,57248.34
1756,18818.810546875,2133.2905468749996,16685.52
1757,134602.4375,3540.282500000001,138142.72
1758,136008.875,2113.015000000014,133895.86
1759,66407.65625,5886.796249999999,60520.86
1760,122053.3359375,1638.855937500004,120414.48
1761,69173.625,1106.054999999993,68067.57
1762,156872.171875,4115.328125,160987.5
1764,57252.5234375,1757.0434374999968,55495.48
1765,143056.875,2644.234999999986,140412.64
1768,36952.41015625,1250.8798437500009,38203.29
1769,79734.9609375,2798.9009375000023,76936.06
1770,145214.40625,8278.793750000012,153493.2
1771,48943.97265625,14106.11265625,34837.86
1772,130614.34375,16282.63625000001,146896.98
1773,146581.203125,8034.716875000013,154615.92
1775,58895.27734375,9259.837343749998,49635.44
1776,2115923.25,356036.5499999998,2471959.8
1777,116493.9140625,2110.785937499997,118604.7
1779,73130.3984375,1963.3815624999988,75093.78
1780,37138.01953125,1683.1204687499994,38821.14
1781,78155.7265625,5129.436562500006,73026.29
1785,42347.77734375,1760.3426562500026,44108.12
1787,161792.046875,1786.8468749999884,160005.2
1788,74297.5546875,3717.654687500006,70579.9
1789,43142.37890625,1469.1889062499977,41673.19
1790,91297.71875,1597.6412500000006,92895.36
1792,72780.25,6210.190000000002,66570.06
1793,4621.7744140625,1644.8744140625,2976.9
1795,97586.921875,9293.098125000004,106880.02
1797,53860.86328125,3435.336718749997,57296.2
1798,259465.78125,35781.49875000003,295247.28
1799,119950.4765625,5407.713437500002,125358.19
1800,108260.0546875,1373.215312500004,109633.27
1801,108523.6484375,4182.198437500003,104341.45
1802,56890.97265625,1046.9073437499974,57937.88
1804,159363.6875,7331.5824999999895,166695.27
1805,166048.6875,7784.092499999999,173832.78
1806,108364.0078125,3340.987812499996,105023.02
1807,109935.453125,4289.483124999999,105645.97
1808,134167.890625,11660.62937499999,145828.52
1809,125088.3828125,8723.922812499994,116364.46
1814,117551.8671875,16625.3971875,100926.47
1821,40887.06640625,1272.4735937500009,42159.54
1824,282505.6875,7937.807499999995,274567.88
1829,56070.87109375,1183.3989062499968,57254.27
1830,5297.43017578125,2617.59017578125,2679.84
1832,61955.40625,3040.606249999997,58914.8
1834,200084.34375,3385.436249999999,203469.78
1835,46963.1796875,1330.5296874999985,45632.65
1837,66000.8125,11348.892500000002,54651.92
1839,71940.2109375,8446.959062499998,80387.17
1840,45065.19921875,2981.679218750003,42083.52
1843,250190.40625,19994.12625,230196.28
1844,88033.3515625,7640.438437499994,95673.79
1846,144814.21875,1805.608750000014,143008.61
1847,79796.0078125,2213.7678124999948,77582.24
1850,150450.109375,4384.280625000014,154834.39
1851,23177.765625,1396.7056249999987,21781.06
1852,90554.921875,1199.1881250000006,91754.11
1854,21312.7578125,2532.377812499999,18780.38
1856,106913.828125,4612.131875000006,111525.96
1857,79483.9453125,1578.425312499996,77905.52
1858,362276.28125,90269.91875000001,452546.2
1859,67892.4453125,4201.2653125,63691.18
1860,43305.52734375,2298.8873437500006,41006.64
1861,44773.89453125,2964.424531249999,41809.47
1863,140364.90625,12053.493749999994,152418.4
1864,196240.265625,5322.014374999999,201562.28
1865,131451.3125,3053.882500000007,128397.43
1866,74870.5234375,1119.1934374999983,73751.33
1867,120709.0859375,4371.565937499996,116337.52
1868,126254.2109375,10190.330937499995,116063.88
1869,52347.7265625,9693.286562499998,42654.44
1871,107851.2578125,1113.4521875000064,108964.71
1873,159771.5,1722.0799999999872,158049.42
1875,113918.140625,7535.409375000003,121453.55
1876,30855.763671875,1472.1936718750003,29383.57
1877,145223.90625,7554.736249999987,137669.17
1880,54369.9921875,3916.6678125000035,58286.66
1882,53296.3828125,3312.2671875000015,56608.65
1884,189239.46875,4050.7787499999977,185188.69
1885,131598.109375,2118.5806250000023,133716.69
1886,192059.671875,2830.2781250000116,194889.95
1887,80530.28125,1063.851250000007,79466.43
1888,30630.650390625,1744.0496093750007,32374.7
1890,55488.7109375,34284.85906250001,89773.57
1891,26583.958984375,4777.418984374999,21806.54
1892,93172.2890625,5614.750937499994,98787.04
1894,79993.546875,2509.6068749999977,77483.94
1895,238423.75,103416.09000000003,341839.84
1896,152993.234375,4128.614375000005,148864.62
1900,69482.8671875,2090.1271874999948,67392.74
1902,68226.6953125,3075.5053124999977,65151.19
1903,77333.9453125,3407.8053125000006,73926.14
1904,119483.5,5104.050000000003,114379.45
1908,150052.421875,3531.8881249999977,153584.31
1909,51512.99609375,1106.3960937500015,50406.6
1910,96185.765625,1113.1556249999994,95072.61
1911,218514.171875,12018.481874999998,206495.69
1912,103053.6484375,1589.5115625000035,104643.16
1914,44351.76953125,2451.6295312500006,41900.14
1915,154886.265625,7713.645625000005,147172.62
1917,87964.1328125,2127.432812500003,85836.7
1918,100843.1796875,1303.9896874999977,99539.19
1920,134042.375,10550.854999999996,123491.52
1921,214874.984375,9254.675625000003,224129.66
1923,119748.8515625,4343.111562499995,115405.74
1924,132356.5,1215.7200000000012,133572.22
1925,122528.96875,7029.588749999995,115499.38
1927,148604.796875,1609.7631249999977,150214.56
1928,101033.96875,2547.5587499999965,98486.41
1930,69262.671875,1226.7681250000023,70489.44
1932,50527.3203125,1020.1196875000023,51547.44
1933,93446.9921875,7036.777812500004,100483.77
1935,94479.734375,2390.414374999993,92089.32
1936,917544.25,27926.849999999977,889617.4
1937,106576.203125,1398.4568750000035,107974.66
1938,157345.34375,6330.376250000001,163675.72
1940,27741.078125,1819.1818749999984,29560.26
1941,52657.1328125,2705.6328125,49951.5
1942,97530.71875,3183.3087499999965,94347.41
1943,50734.0703125,6488.009687500002,57222.08
1945,187028.359375,2237.5906250000116,189265.95
1946,146432.515625,8842.684375000012,155275.2
1947,47447.90625,2336.7537500000035,49784.66
1948,72382.9921875,1250.7721874999988,71132.22
1949,698492.5,11972.900000000023,686519.6
1950,57430.828125,2445.6118750000023,59876.44
1951,37760.16796875,1588.9479687499988,36171.22
1952,43078.44140625,1440.5114062499997,41637.93
1953,26849.9140625,2033.7540625000001,24816.16
1954,147198.0,9213.529999999999,156411.53
1956,249653.765625,3689.1843750000116,253342.95
1957,85419.2421875,1725.6978125000023,87144.94
1959,58700.6171875,2252.157187500001,56448.46
1960,176615.25,12126.559999999998,164488.69
1964,98427.5,7009.229999999996,91418.27
1965,193865.09375,5936.0662500000035,199801.16
1966,61246.8671875,2434.417187500003,58812.45
1967,86491.390625,2686.240625000006,83805.15
1968,43925.65625,2345.2237499999974,46270.88
1969,387663.9375,38239.222499999974,425903.16
1971,254444.65625,4543.423749999987,258988.08
1972,59867.18359375,3548.516406249997,63415.7
1973,10162.001953125,3967.988046875,14129.99
1974,90876.2578125,4078.957812499997,86797.3
1976,128890.5390625,2811.430937500001,131701.97
1977,84467.484375,3780.3243749999965,80687.16
1978,31018.283203125,1903.1867968750012,32921.47
1979,127619.2265625,3261.0165624999936,124358.21
1980,48745.2734375,1111.7134375000023,47633.56
1981,38104.05078125,16943.04921875,55047.1
1982,80849.7265625,7285.346562499995,73564.38
1984,72175.09375,2843.0762499999983,75018.17
1985,127856.5,1365.699999999997,129222.2
1987,60601.1796875,11617.060312500005,72218.24
1988,56653.984375,1500.3856250000026,58154.37
1989,980450.0,34568.59999999998,1015018.6
1991,82619.375,1236.0650000000023,81383.31
1992,317533.0625,10625.997499999998,328159.06
1993,172906.71875,1081.2687499999884,171825.45
1997,81680.1328125,11350.552812499998,70329.58
1998,61509.18359375,3257.4364062500026,64766.62
1999,90082.796875,2230.9568750000035,87851.84
2000,57832.50390625,2175.00390625,55657.5
2001,59238.8359375,13378.3040625,72617.14
2002,55303.98046875,1749.8404687500006,53554.14
2003,33679.1796875,4033.0196875,29646.16
2006,78743.453125,2705.6931250000052,76037.76
2007,211137.90625,3234.9662499999977,207902.94
2008,110443.140625,3285.129375000004,113728.27
2009,143337.765625,1120.2356250000012,142217.53
2010,170402.25,35845.29999999999,134556.95
2011,58572.140625,5392.120625000003,53180.02
2014,214898.828125,2256.2918749999953,217155.12
2015,252705.0625,110871.03749999998,363576.1
2016,66846.0859375,4416.305937500001,62429.78
2017,53255.28515625,4004.71484375,57260.0
2018,92997.609375,9802.850625000006,102800.46
2019,150606.578125,6420.108124999999,144186.47
2020,117402.3359375,1744.7359374999942,115657.6
2021,181691.625,7820.325000000012,189511.95
2022,138706.40625,2202.063750000001,140908.47
2023,106719.5703125,6363.330312499995,100356.24
2027,91538.6953125,3790.504687499997,95329.2
2029,218927.0,7111.140000000014,226038.14
2032,127043.71875,2063.2787499999977,124980.44
2033,231922.578125,7291.231874999998,239213.81
2034,117228.1484375,1760.4715624999953,118988.62
2035,193030.15625,71791.94374999998,264822.1
2036,133909.75,1978.0799999999872,131931.67
2040,17375.720703125,1830.779296875,19206.5
2042,41897.953125,1388.5768749999988,43286.53
2043,49359.94921875,1100.0892187499994,48259.86
2044,38672.125,3634.385000000002,35037.74
2045,53943.40625,1627.7837500000023,55571.19
2047,244554.359375,2647.1693749999977,241907.19
2048,18653.7890625,29748.8909375,48402.68
2051,399834.375,227199.22499999998,627033.6
2052,60108.328125,1253.1381249999977,58855.19
2053,269780.375,5019.344999999972,274799.72
2055,27551.505859375,1424.4458593749987,26127.06
2056,29414.099609375,1845.1996093749985,27568.9
2057,30143.234375,3721.274375000001,26421.96
2058,35062.32421875,1295.6042187499988,33766.72
2060,11017.716796875,1638.636796875,9379.08
2061,155924.4375,9546.537500000006,146377.9
2063,98977.953125,2983.233124999999,95994.72
2064,85459.5078125,1882.1421874999942,87341.65
2065,83749.71875,5968.318750000006,77781.4
2066,43477.203125,1602.296875,45079.5
2067,75611.234375,3485.804375000007,72125.43
2068,77767.2265625,1213.3734375000058,78980.6
2069,1329344.375,83358.125,1412702.5
2070,220260.96875,8036.768749999988,212224.2
2072,112791.9296875,4890.209687499999,107901.72
2073,45103.203125,2514.6168749999997,47617.82
2075,77052.9140625,1963.5259375000023,79016.44
2076,128590.2734375,2441.8634374999965,126148.41
2078,126094.53125,127193.04874999999,253287.58
2079,186734.578125,9291.021875000006,196025.6
2080,56814.05859375,1120.6985937499994,55693.36
2081,34900.93359375,2092.036406250001,36992.97
2082,73299.6328125,6224.697187500002,79524.33
2083,48861.32421875,2478.6342187499977,46382.69
2084,108174.28125,6114.078750000001,114288.36
2085,389697.03125,3870.561250000028,385826.47
2088,119923.71875,9032.691250000003,128956.41
2089,155560.6875,3116.077500000014,152444.61
2091,73244.2109375,4575.510937500003,68668.7
2092,365700.625,20770.875,344929.75
2094,98958.2265625,1157.6034375000017,100115.83
2097,558699.5,62813.30000000005,621512.8
2100,660532.3125,4892.712500000023,655639.6
2101,141056.828125,9118.948124999995,131937.88
2103,108958.7265625,1226.996562500004,107731.73
2104,154360.421875,1091.0818750000035,153269.34
2105,46053.85546875,1552.2354687499974,44501.62
2106,27165.1015625,2191.6015625,24973.5
2109,34599.625,1782.0650000000023,36381.69
2110,92748.7578125,5867.792187500003,98616.55
2111,86091.515625,2862.4056249999994,83229.11
2112,173343.3125,9343.672499999986,163999.64
2114,66438.7734375,2137.2865624999977,68576.06
2115,62993.2109375,1693.0809375000026,61300.13
2116,54584.078125,1425.3881249999977,53158.69
2117,59518.69921875,2302.2992187499985,57216.4
2118,44733.30859375,1834.568593750002,42898.74
2120,102942.9296875,1320.8096875000047,101622.12
2121,97161.5703125,5346.649687500001,102508.22
2123,38412.58984375,1249.4698437499974,37163.12
2124,86956.0390625,3266.0509374999965,90222.09
2125,213003.296875,12667.846874999988,200335.45
2126,146693.921875,4342.958125000005,151036.88
2128,191562.828125,4943.251874999987,196506.08
2131,82312.9375,2506.717499999999,79806.22
2132,130760.0625,193837.5575,324597.62
2134,91359.109375,1661.8893749999988,89697.22
2136,347275.09375,38580.37624999997,385855.47
2137,133047.984375,28883.53562499999,161931.52
2138,87689.09375,2334.7662500000006,90023.86
2139,80643.09375,1814.3262499999983,82457.42
2140,1001973.5625,137132.4375,1139106.0
2142,107097.2890625,1704.6690625000047,105392.62
2143,64941.0078125,1862.292187500003,66803.3
2147,42448.16796875,2017.6720312499965,44465.84
2150,91788.34375,1838.3037500000064,89950.04
2151,107616.421875,24544.478124999994,132160.9
2153,46003.796875,3069.943124999998,49073.74
2154,157087.65625,14557.13625000001,142530.52
2155,41516.0625,1011.0625,40505.0
2161,179679.375,104690.155,74989.22
2163,90148.4609375,1085.260937500003,89063.2
2164,60581.5859375,3620.9059374999997,56960.68
2165,85184.484375,1104.6056249999965,86289.09
2169,34514.83984375,3044.5698437499996,31470.27
2170,79539.8359375,1413.7159375000047,78126.12
2172,124919.6328125,9937.962812500002,114981.67
2174,94597.5,5810.490000000005,100407.99
2175,1065697.625,118958.4750000001,1184656.1
2176,91275.875,1746.925000000003,93022.8
2177,88718.125,5095.005000000005,83623.12
2178,92964.6796875,2571.840312500004,95536.52
2179,428537.65625,7921.443749999977,436459.1
2180,204087.796875,3389.5668749999895,200698.23
2182,559135.3125,10895.787499999977,570031.1
2183,253121.109375,6510.209375000006,246610.9
2184,12021.58984375,5913.75015625,17935.34
2185,78225.171875,2352.9881250000035,80578.16
2186,49997.859375,11031.829375000001,38966.03
2187,128695.8984375,3709.668437500004,124986.23
2188,36893.8515625,19559.5684375,56453.42
2190,211071.703125,12577.753124999988,198493.95
2191,99884.3125,11413.222500000003,88471.09
2192,12216.2470703125,3697.872929687501,15914.12
2193,249131.703125,5712.436875000014,254844.14
2194,76548.9765625,1076.6665625000023,75472.31
2195,57784.13671875,1045.1832812499997,58829.32
2197,185228.171875,1384.671875,183843.5
2198,237554.28125,18029.51125000001,219524.77
2199,128729.5,1032.3699999999953,127697.13
2200,71542.7265625,3883.7665624999936,67658.96
2202,47676.29296875,2488.1170312500035,50164.41
2205,68775.328125,17408.711874999994,86184.04
2206,69795.703125,1746.3268749999988,71542.03
2207,54173.109375,3043.629374999997,51129.48
2208,92349.234375,2687.0556249999936,95036.29
2211,85051.28125,1613.6212499999965,83437.66
2212,894147.5,26406.199999999953,920553.7
2213,65367.1015625,2913.0415625000023,62454.06
2214,183224.21875,21053.441250000003,204277.66
2215,40597.09375,2119.186249999999,42716.28
2216,103636.359375,2918.379375000004,100717.98
2217,68052.890625,1313.0093749999942,69365.9
2218,67229.09375,1276.2037500000006,65952.89
2219,65325.66015625,4211.489843749994,69537.15
2220,406438.1875,40571.08750000002,365867.1
2221,159697.28125,3070.391249999986,156626.89
2222,128838.453125,10268.783125000002,118569.67
2224,51794.76171875,2089.9117187500015,49704.85
2225,1295292.375,247092.42500000005,1542384.8
2228,468681.53125,27174.151249999995,441507.38
2232,208573.96875,1192.4487500000105,207381.52
2233,113709.109375,3666.259374999994,110042.85
2234,293460.125,6618.325000000012,286841.8
2235,8214.8564453125,4584.6264453125,3630.23
2236,250150.09375,1801.9737500000047,248348.12
2237,547284.4375,39550.4375,507734.0
2238,106717.6796875,12819.550312499996,119537.23
2239,163813.140625,138463.51937499997,302276.66
2240,25772.67578125,1244.6242187499993,27017.3
2241,51394.06640625,1165.0535937500026,52559.12
2243,144699.359375,1236.3793749999895,143462.98
2244,103103.8125,1148.8074999999953,104252.62
2245,53788.0625,2115.112500000003,51672.95
2248,215194.109375,1676.9406249999884,216871.05
2249,218093.296875,3758.9731249999895,221852.27
2250,134642.71875,1768.7687499999884,132873.95
2251,44299.0859375,8833.325937499998,35465.76
2252,68294.1640625,1889.6759374999965,70183.84
2253,53417.91796875,3710.2220312499994,57128.14
2254,119820.140625,2841.360625000001,116978.78
2257,39403.43359375,1731.0535937500026,37672.38
2258,1483181.125,689452.375,2172633.5
2259,45478.99609375,1237.0560937499977,44241.94
2260,522132.46875,390263.73124999995,912396.2
2261,82491.4140625,2396.4159375000017,84887.83
2262,194115.65625,3086.016249999986,191029.64
2263,71412.484375,4530.994374999995,66881.49
2265,105491.125,17733.015,87758.11
2266,61977.37109375,2295.0210937500015,59682.35
2268,62436.59765625,1353.6576562499977,61082.94
2269,26812.61328125,2014.6632812499993,24797.95
2270,131131.734375,2005.0756249999977,133136.81
2271,178508.84375,2406.7937500000116,176102.05
2272,109662.234375,1183.0556249999936,110845.29
2274,502102.53125,48008.66874999995,550111.2
2275,225869.265625,1765.2843749999884,227634.55
2276,68667.5,1176.6499999999942,67490.85
2277,70086.8125,6761.232499999998,63325.58
2278,1445943.875,265723.0249999999,1711666.9
2279,56947.6328125,1154.1728125000009,55793.46
2280,121718.1953125,1548.8553125000035,120169.34
2281,89059.5078125,1107.027812500004,87952.48
2282,61043.01171875,1270.7317187500012,59772.28
2286,76665.359375,6099.099375000005,70566.26
2287,69707.953125,1667.066875000004,71375.02
2288,78918.1796875,2943.5103125000023,81861.69
2289,26957.28515625,3247.62515625,23709.66
2290,51712.8203125,7856.9803125000035,43855.84
2291,164709.375,5514.8949999999895,170224.27
2292,182609.96875,49648.76125000001,232258.73
2293,114332.6640625,2799.714062500003,111532.95
2294,23639.193359375,6843.253359375001,16795.94
2295,60561.03125,1683.291250000002,58877.74
2296,158490.03125,3101.7612500000105,155388.27
2297,40626.75,1156.1600000000035,41782.91
2299,9261.318359375,2731.858359375,6529.46
2300,18246.978515625,3199.861484375,21446.84
2301,87051.4765625,10522.146562499998,76529.33
2302,113548.0,3140.520000000004,110407.48
2303,31743.015625,1214.784375000003,32957.8
2304,87864.2109375,4591.6990625000035,92455.91
2307,50134.04296875,2162.1170312500035,52296.16
2308,63583.05078125,2094.4307812499974,61488.62
2309,56346.08203125,2684.4620312499974,53661.62
2310,22998.587890625,2300.1121093750007,25298.7
2311,60532.5390625,3392.339062500003,57140.2
2314,98827.5859375,1291.2459375000035,97536.34
2315,169825.375,1340.0950000000012,168485.28
2316,111742.6640625,3986.865937499999,115729.53
2317,371975.84375,7192.873750000028,364782.97
2318,27302.765625,4043.694374999999,31346.46
2320,431648.09375,6436.993750000023,425211.1
2321,66549.75,2792.010000000002,63757.74
2323,84762.9375,2213.917499999996,82549.02
2325,289353.46875,21285.66875000001,268067.8
2327,18531.986328125,10678.796328125001,7853.19
2328,81746.4375,34522.432499999995,116268.87
2329,87471.28125,3755.518750000003,91226.8
2331,218716.234375,17015.425625000003,235731.66
2334,35831.63671875,2396.3067187499983,33435.33
2335,161243.890625,3013.990625000006,158229.9
2337,60285.55078125,1377.1907812499994,58908.36
2342,146351.515625,1807.9156249999942,144543.6
2343,53540.69921875,2851.189218749998,50689.51
2344,110427.4765625,3704.723437499997,114132.2
2346,20926.03125,2071.5412499999984,18854.49
2347,99705.265625,4953.284375000003,104658.55
2348,159050.625,4685.924999999988,154364.7
2351,133687.0625,14353.097500000003,148040.16
2354,126164.640625,4745.0506250000035,121419.59
2355,136567.375,10660.285000000003,147227.66
2356,83943.890625,2507.9706250000017,81435.92
2357,130065.046875,18551.356874999998,111513.69
2359,13550.8935546875,6599.1135546875,6951.78
2360,223096.03125,7813.108750000014,230909.14
2361,239737.140625,6562.040624999994,233175.1
2362,122421.359375,4913.7306249999965,127335.09
2364,535797.625,103634.47499999998,639432.1
2365,155188.640625,1352.9393749999872,156541.58
2366,116255.1015625,3497.848437499997,119752.95
2369,17651.15234375,1019.5876562500016,18670.74
2370,63662.359375,1942.2806249999994,65604.64
2372,84190.109375,2183.1893750000017,82006.92
2373,80139.796875,4089.4868750000023,76050.31
2374,45368.3125,4973.9124999999985,40394.4
2375,204327.4375,5743.237499999988,198584.2
2376,89057.015625,2946.665624999994,86110.35
2377,111249.1796875,3025.1696875000052,108224.01
2378,90803.9140625,1442.6740624999948,89361.24
2379,659324.5625,20381.122500000056,638943.44
2383,132127.1875,19604.067500000005,112523.12
2384,176725.28125,7182.971250000002,169542.31
2385,78624.1328125,5091.327187500006,83715.46
2387,167268.6875,10298.267499999987,156970.42
2388,54525.01171875,1873.211718749997,52651.8
2390,37911.8828125,1051.877187500002,38963.76
2391,61108.44921875,3572.760781249999,64681.21
2393,101620.7890625,3042.1490625000006,98578.64
2394,129290.8671875,3082.8271875000064,126208.04
2395,221943.515625,19864.825624999998,202078.69
2396,243806.90625,28978.95624999999,214827.95
2399,46483.15625,2388.9962499999965,44094.16
2400,113329.1796875,1129.609687499993,112199.57
2402,702642.8125,48370.5625,654272.25
2403,112277.53125,7575.238750000004,119852.77
2404,20744.349609375,2213.860390624999,22958.21
2405,15565.4228515625,9179.3328515625,6386.09
2406,67264.1171875,2734.2628125000047,69998.38
2408,61479.69140625,14354.111406249998,47125.58
2409,197709.796875,5411.346874999988,192298.45
2411,101127.53125,5154.998749999999,106282.53
2413,156152.484375,3587.404375000013,152565.08
2414,116836.953125,6763.843124999999,110073.11
2415,64160.70703125,3649.70703125,60511.0
2417,125414.40625,13383.426250000004,112030.98
2419,142920.828125,7056.778125000012,135864.05
2420,108687.4921875,4984.977812500001,113672.47
2421,300256.5625,69015.59749999997,369272.16
2422,113325.7734375,1573.656562499993,114899.43
2424,208405.15625,2615.9262499999895,205789.23
2425,116296.6015625,1683.128437499996,117979.73
2426,375372.0625,1402.1824999999953,373969.88
2427,77127.484375,5059.475625000006,82186.96
2428,55926.0859375,1033.0659375000032,54893.02
2429,136339.375,4510.795000000013,131828.58
2430,231877.515625,2089.935625000013,229787.58
2431,118214.8984375,21409.08156250001,139623.98
2432,61787.06640625,3078.6864062500026,58708.38
2433,60536.67578125,7851.924218750006,68388.6
2434,27653.42578125,1417.1542187500017,29070.58
2435,71802.0390625,4439.869062500002,67362.17
2437,102751.171875,1029.3318750000035,101721.84
2438,73163.9921875,2004.207812499997,75168.2
2440,48101.92578125,1002.1342187499977,49104.06
2442,149704.453125,2423.033124999987,147281.42
2443,59986.75,10898.71,49088.04
2445,19389.78125,3112.1812499999996,16277.6
2447,100547.9140625,1120.3059375000012,101668.22
2448,77142.7421875,1915.2878124999988,79058.03
2449,66116.0703125,1216.7196874999936,67332.79
2450,124730.2421875,2209.8678125000006,126940.11
2451,36810.515625,1818.7143750000032,38629.23
2453,29761.408203125,1102.0117968749983,30863.42
2454,713903.75,4821.849999999977,718725.6
2455,122275.421875,8852.248125000013,131127.67
2456,133930.59375,6201.563750000001,127729.03
2457,36021.01953125,4538.909531249999,31482.11
2460,105752.5,3638.199999999997,109390.7
2461,168275.171875,3268.1518750000105,165007.02
2462,172146.5625,5700.6675000000105,177847.23
2463,125837.6015625,1893.4615625000006,123944.14
2465,74693.875,8428.744999999995,83122.62
2467,125249.4296875,1612.340312500004,126861.77
2468,68752.859375,1237.4006249999948,69990.26
2469,87165.3203125,1282.1696875000052,88447.49
2472,88727.4609375,5464.2890625,94191.75
2474,71954.765625,1997.4556250000023,69957.31
2475,94821.140625,1323.4893750000047,96144.63
2476,37498.06640625,2532.326406250002,34965.74
2479,55310.984375,1829.5756249999977,57140.56
2480,64595.80078125,2200.260781249999,62395.54
2481,155425.125,15347.625,140077.5
2483,94549.390625,5977.190625000003,88572.2
2484,88927.2421875,1643.9321875000023,87283.31
2485,38275.68359375,2922.6864062500026,41198.37
2486,110160.0078125,2463.042187500003,112623.05
2487,136610.09375,3686.7862500000047,140296.88
2488,50956.9140625,1459.3040624999994,49497.61
2489,575243.8125,110110.9375,685354.75
2490,22662.564453125,1580.6455468749991,24243.21
2492,80842.8046875,5199.3553125000035,86042.16
2493,70331.953125,4054.2168749999983,74386.17
2495,124443.8046875,1821.145312499997,126264.95
2496,74318.921875,1119.6818749999948,73199.24
2497,166119.734375,1465.3256249999977,167585.06
2498,154645.734375,1449.3156249999884,156095.05
2499,62224.68359375,1531.8235937499994,60692.86
2500,39445.21484375,2434.8851562499985,41880.1
2502,81435.40625,1376.2137499999953,82811.62
2512,44319.80078125,2063.3807812500017,42256.42
2513,73291.5234375,1929.0565625000017,75220.58
2514,42995.34765625,1103.107656250002,41892.24
2515,4354.2880859375,1972.7719140625004,6327.06
2517,67318.125,6252.2149999999965,73570.34
2518,60634.734375,2123.025625000002,62757.76
2519,111310.3828125,2997.1428124999948,108313.24
2520,116809.203125,16502.593125,100306.61
2521,49668.66015625,1163.7001562500009,48504.96
2522,128867.4765625,4341.336562500001,124526.14
2526,112989.8046875,6424.324687500004,106565.48
2527,53696.69140625,14401.671406250003,39295.02
2528,35148.05859375,13125.638593750002,22022.42
2529,93970.9453125,1713.824687500004,95684.77
2530,133327.84375,3499.5962500000023,136827.44
2532,22736.94140625,1362.0414062499985,21374.9
2533,39655.359375,2226.0093750000015,37429.35
2534,110326.40625,5209.393750000003,115535.8
2535,29600.556640625,1216.443359375,30817.0
2536,130500.390625,5833.669374999998,136334.06
2537,89214.8125,3247.042499999996,85967.77
2540,47195.0234375,4727.0765624999985,51922.1
2541,65168.76953125,1447.5904687500006,66616.36
2543,277590.71875,11713.981250000012,289304.7
2544,116021.7890625,7857.010937500003,123878.8
2547,68570.1875,8359.372499999998,76929.56
2548,6566.75390625,1234.2739062500004,5332.48
2549,58825.14453125,1201.2154687500006,60026.36
2550,122595.46875,2836.1387499999983,119759.33
2551,207380.8125,3028.5425000000105,204352.27
2552,61949.5234375,1897.236562500002,63846.76
2553,121642.3984375,2602.821562500001,124245.22
2557,266834.0625,25143.682499999995,241690.38
2558,86356.0234375,26096.5234375,60259.5
2559,155787.15625,9902.513750000013,165689.67
2560,122548.578125,5100.371874999997,127648.95
2561,31012.705078125,1363.3749218750017,32376.08
2562,123218.9609375,13331.849062499998,136550.81
2563,60951.25,6232.0899999999965,67183.34
2564,177671.375,13912.285000000003,191583.66
2565,194126.953125,10016.233124999999,184110.72
2566,157739.015625,3346.2543749999895,161085.27
2569,25685.80859375,1260.7914062499985,26946.6
2570,216298.96875,4428.348750000005,211870.62
2571,127249.3984375,5452.151562499988,132701.55
2572,240791.46875,9943.028749999998,230848.44
2573,96796.7421875,4830.147812499999,101626.89
2574,96456.4609375,1651.660937499997,94804.8
2576,94796.4765625,6746.723437499997,101543.2
2577,80878.2734375,6143.246562500004,87021.52
2578,33857.0546875,4684.965312499997,38542.02
2580,15311.72265625,2080.4426562499993,13231.28
2581,64277.62890625,4882.901093749999,69160.53
2582,103909.625,3246.774999999994,100662.85
2583,81706.734375,1305.8743749999994,80400.86
2584,11772.0810546875,3892.4810546874996,7879.6
2585,96672.1796875,5653.629687499997,91018.55
2586,216646.796875,16255.076874999999,200391.72
2587,90323.90625,2441.6337499999936,92765.54
2589,41722.546875,2959.6268750000017,38762.92
2590,74742.875,8386.565000000002,83129.44
2591,196904.484375,1283.1743750000023,195621.31
2593,178939.75,4424.649999999994,174515.1
2594,263982.1875,11436.497499999998,252545.69
2596,433590.75,39341.81,472932.56
2598,148034.21875,1544.3787500000035,146489.84
2599,83747.328125,3100.4681249999994,80646.86
2600,66196.375,4036.804999999993,70233.18
2601,67299.4375,2279.912500000006,69579.35
2602,177185.21875,6219.881250000006,183405.1
2603,211909.625,4606.484999999986,207303.14
2604,30275.8046875,1854.1046874999993,28421.7
2605,81408.03125,1704.5012500000012,79703.53
2606,123603.0625,1093.0325000000012,122510.03
2607,61627.6484375,1380.5715625000012,63008.22
2608,97482.0390625,4902.1290624999965,92579.91
2609,674172.25,38340.55000000005,635831.7
2610,60324.78515625,3742.9048437500023,64067.69
2612,76467.625,1270.8650000000052,77738.49
2613,80148.234375,1260.0256249999948,81408.26
2614,61111.1640625,5227.045937500006,66338.21
2615,41383.05859375,1614.641406249997,42997.7
2616,134750.3125,1833.7374999999884,136584.05
2617,112652.4765625,1044.8834375000006,113697.36
2619,395659.34375,21645.65625,417305.0
2621,17413.859375,3487.619375,13926.24
2622,82305.4921875,1693.1821875000023,80612.31
2623,43706.91015625,32653.030156250003,11053.88
2624,46161.59375,4791.733749999999,41369.86
2625,73881.40625,2363.0537500000064,76244.46
2626,135890.34375,4472.963749999995,131417.38
